00000000) perceptual - 227.09537; gen_gan - 3.85486; feature_matching - 12.96188; equivariance_value - 1.14218; equivariance_jacobian - 0.77758; disc_gan - 7.50982
00000174) perceptual - 116.20748; gen_gan - 0.28465; feature_matching - 5.44534; equivariance_value - 0.93819; equivariance_jacobian - 0.91094; disc_gan - 0.46174
00000175) perceptual - 117.80689; gen_gan - 0.28462; feature_matching - 5.54217; equivariance_value - 0.89457; equivariance_jacobian - 0.82869; disc_gan - 0.46359
00000176) perceptual - 120.66005; gen_gan - 0.28325; feature_matching - 5.75918; equivariance_value - 0.90594; equivariance_jacobian - 0.83739; disc_gan - 0.46199
00000177) perceptual - 118.05482; gen_gan - 0.28326; feature_matching - 5.60814; equivariance_value - 1.00274; equivariance_jacobian - 0.85641; disc_gan - 0.45989
00000178) perceptual - 118.02907; gen_gan - 0.28330; feature_matching - 5.70030; equivariance_value - 1.01394; equivariance_jacobian - 0.88069; disc_gan - 0.46275
00000179) perceptual - 116.76730; gen_gan - 0.28041; feature_matching - 5.51817; equivariance_value - 1.03580; equivariance_jacobian - 0.97248; disc_gan - 0.46249
00000180) perceptual - 121.64935; gen_gan - 0.28459; feature_matching - 5.82633; equivariance_value - 0.94231; equivariance_jacobian - 0.85050; disc_gan - 0.46315
00000181) perceptual - 124.21823; gen_gan - 0.28458; feature_matching - 5.92027; equivariance_value - 0.97841; equivariance_jacobian - 0.88596; disc_gan - 0.46189
00000182) perceptual - 120.91436; gen_gan - 0.28596; feature_matching - 5.78991; equivariance_value - 1.02679; equivariance_jacobian - 0.89890; disc_gan - 0.46001
00000183) perceptual - 117.24203; gen_gan - 0.28344; feature_matching - 5.55458; equivariance_value - 0.93032; equivariance_jacobian - 0.88505; disc_gan - 0.46405
00000184) perceptual - 121.45115; gen_gan - 0.28363; feature_matching - 5.68601; equivariance_value - 0.89704; equivariance_jacobian - 0.83745; disc_gan - 0.46281
00000185) perceptual - 119.84673; gen_gan - 0.28390; feature_matching - 5.81708; equivariance_value - 0.99254; equivariance_jacobian - 0.89770; disc_gan - 0.46020
00000186) perceptual - 118.62112; gen_gan - 0.28156; feature_matching - 5.62175; equivariance_value - 0.90996; equivariance_jacobian - 0.85571; disc_gan - 0.46222
00000187) perceptual - 124.31558; gen_gan - 0.28600; feature_matching - 6.03047; equivariance_value - 1.00096; equivariance_jacobian - 1.01176; disc_gan - 0.45931
00000188) perceptual - 123.46565; gen_gan - 0.28543; feature_matching - 5.87734; equivariance_value - 0.91196; equivariance_jacobian - 0.84959; disc_gan - 0.46259
00000189) perceptual - 119.37566; gen_gan - 0.28567; feature_matching - 5.58473; equivariance_value - 0.91967; equivariance_jacobian - 0.86607; disc_gan - 0.46016
00000190) perceptual - 119.08109; gen_gan - 0.28281; feature_matching - 5.69350; equivariance_value - 0.95750; equivariance_jacobian - 0.87129; disc_gan - 0.46442
00000191) perceptual - 119.51632; gen_gan - 0.28656; feature_matching - 5.67961; equivariance_value - 0.92137; equivariance_jacobian - 0.84191; disc_gan - 0.46002
00000192) perceptual - 117.24136; gen_gan - 0.28443; feature_matching - 5.59464; equivariance_value - 0.98119; equivariance_jacobian - 0.88487; disc_gan - 0.46078
00000193) perceptual - 118.98331; gen_gan - 0.28243; feature_matching - 5.70544; equivariance_value - 0.92838; equivariance_jacobian - 0.92044; disc_gan - 0.46425
00000194) perceptual - 119.02916; gen_gan - 0.28270; feature_matching - 5.63028; equivariance_value - 0.94849; equivariance_jacobian - 1.05415; disc_gan - 0.46343
00000195) perceptual - 121.59554; gen_gan - 0.28752; feature_matching - 5.85042; equivariance_value - 0.99014; equivariance_jacobian - 0.88786; disc_gan - 0.46333
00000196) perceptual - 115.95020; gen_gan - 0.28312; feature_matching - 5.46392; equivariance_value - 0.93836; equivariance_jacobian - 0.89807; disc_gan - 0.46313
00000197) perceptual - 116.39622; gen_gan - 0.28427; feature_matching - 5.49892; equivariance_value - 0.91363; equivariance_jacobian - 0.89404; disc_gan - 0.46289
00000198) perceptual - 122.49672; gen_gan - 0.28417; feature_matching - 5.93421; equivariance_value - 0.89006; equivariance_jacobian - 0.84331; disc_gan - 0.46105
00000199) perceptual - 120.48696; gen_gan - 0.28542; feature_matching - 5.76300; equivariance_value - 0.92364; equivariance_jacobian - 0.84619; disc_gan - 0.46160
00000200) perceptual - 124.14983; gen_gan - 0.28285; feature_matching - 6.06777; equivariance_value - 0.92291; equivariance_jacobian - 0.98382; disc_gan - 0.46159
00000201) perceptual - 117.77043; gen_gan - 0.28386; feature_matching - 5.51719; equivariance_value - 0.93424; equivariance_jacobian - 0.88244; disc_gan - 0.46233
00000202) perceptual - 119.88244; gen_gan - 0.28241; feature_matching - 5.78014; equivariance_value - 0.89900; equivariance_jacobian - 0.82425; disc_gan - 0.46142
00000203) perceptual - 119.77313; gen_gan - 0.28435; feature_matching - 5.77552; equivariance_value - 0.98185; equivariance_jacobian - 0.86966; disc_gan - 0.46285
00000204) perceptual - 117.25114; gen_gan - 0.28455; feature_matching - 5.53621; equivariance_value - 0.84388; equivariance_jacobian - 0.87106; disc_gan - 0.46015
00000205) perceptual - 117.91994; gen_gan - 0.28421; feature_matching - 5.67104; equivariance_value - 0.95532; equivariance_jacobian - 0.91035; disc_gan - 0.45946
00000206) perceptual - 119.51558; gen_gan - 0.28640; feature_matching - 5.62433; equivariance_value - 0.95348; equivariance_jacobian - 0.88907; disc_gan - 0.45995
00000207) perceptual - 121.24325; gen_gan - 0.28531; feature_matching - 5.66580; equivariance_value - 0.88949; equivariance_jacobian - 0.92989; disc_gan - 0.46127
00000208) perceptual - 121.85508; gen_gan - 0.28388; feature_matching - 5.89733; equivariance_value - 0.90573; equivariance_jacobian - 0.83433; disc_gan - 0.46227
00000209) perceptual - 121.44534; gen_gan - 0.28452; feature_matching - 5.82670; equivariance_value - 0.95644; equivariance_jacobian - 0.90540; disc_gan - 0.46260
00000210) perceptual - 116.41914; gen_gan - 0.28288; feature_matching - 5.47195; equivariance_value - 0.89903; equivariance_jacobian - 0.84626; disc_gan - 0.46188
00000211) perceptual - 119.49560; gen_gan - 0.28251; feature_matching - 5.65139; equivariance_value - 0.99562; equivariance_jacobian - 0.92656; disc_gan - 0.46256
00000212) perceptual - 119.20079; gen_gan - 0.28493; feature_matching - 5.69200; equivariance_value - 0.89805; equivariance_jacobian - 0.81030; disc_gan - 0.46213
00000213) perceptual - 120.55042; gen_gan - 0.28534; feature_matching - 5.81658; equivariance_value - 0.91955; equivariance_jacobian - 0.84293; disc_gan - 0.46069
00000214) perceptual - 118.03635; gen_gan - 0.28290; feature_matching - 5.64704; equivariance_value - 0.91944; equivariance_jacobian - 0.87872; disc_gan - 0.46286
00000215) perceptual - 120.16072; gen_gan - 0.28607; feature_matching - 5.71780; equivariance_value - 0.90723; equivariance_jacobian - 0.88287; disc_gan - 0.45983
00000216) perceptual - 120.12814; gen_gan - 0.28504; feature_matching - 5.71275; equivariance_value - 0.92900; equivariance_jacobian - 0.81247; disc_gan - 0.45838
00000217) perceptual - 117.86024; gen_gan - 0.28481; feature_matching - 5.51890; equivariance_value - 0.97725; equivariance_jacobian - 0.85601; disc_gan - 0.46205
00000218) perceptual - 121.97908; gen_gan - 0.28512; feature_matching - 5.80667; equivariance_value - 0.90558; equivariance_jacobian - 0.87735; disc_gan - 0.45889
00000219) perceptual - 118.38867; gen_gan - 0.28598; feature_matching - 5.54548; equivariance_value - 0.90950; equivariance_jacobian - 1.17894; disc_gan - 0.45998
00000220) perceptual - 121.08255; gen_gan - 0.28564; feature_matching - 5.91215; equivariance_value - 0.97322; equivariance_jacobian - 0.83313; disc_gan - 0.46054
00000221) perceptual - 125.51836; gen_gan - 0.28652; feature_matching - 6.14161; equivariance_value - 0.93288; equivariance_jacobian - 0.83478; disc_gan - 0.46074
00000222) perceptual - 119.71976; gen_gan - 0.28558; feature_matching - 5.67818; equivariance_value - 0.96191; equivariance_jacobian - 0.87365; disc_gan - 0.46035
00000223) perceptual - 122.98002; gen_gan - 0.28509; feature_matching - 5.98195; equivariance_value - 0.92688; equivariance_jacobian - 0.89435; disc_gan - 0.46136
00000224) perceptual - 119.12833; gen_gan - 0.28724; feature_matching - 5.72323; equivariance_value - 0.95674; equivariance_jacobian - 0.87627; disc_gan - 0.46111
00000225) perceptual - 116.41441; gen_gan - 0.28499; feature_matching - 5.52714; equivariance_value - 0.98453; equivariance_jacobian - 0.85439; disc_gan - 0.46090
00000226) perceptual - 120.46747; gen_gan - 0.28268; feature_matching - 5.82725; equivariance_value - 1.00605; equivariance_jacobian - 0.91034; disc_gan - 0.46082
00000227) perceptual - 125.15263; gen_gan - 0.28543; feature_matching - 6.20851; equivariance_value - 0.98578; equivariance_jacobian - 0.85915; disc_gan - 0.45886
00000228) perceptual - 117.30838; gen_gan - 0.28187; feature_matching - 5.64279; equivariance_value - 0.91266; equivariance_jacobian - 0.86223; disc_gan - 0.46127
00000229) perceptual - 117.79445; gen_gan - 0.28809; feature_matching - 5.50769; equivariance_value - 0.94141; equivariance_jacobian - 0.93879; disc_gan - 0.45866
00000230) perceptual - 116.49540; gen_gan - 0.28286; feature_matching - 5.43299; equivariance_value - 0.92738; equivariance_jacobian - 0.83205; disc_gan - 0.46032
00000231) perceptual - 118.36655; gen_gan - 0.28538; feature_matching - 5.64994; equivariance_value - 0.85161; equivariance_jacobian - 0.98524; disc_gan - 0.45781
00000232) perceptual - 114.70135; gen_gan - 0.28606; feature_matching - 5.41771; equivariance_value - 0.86462; equivariance_jacobian - 0.80003; disc_gan - 0.46243
00000233) perceptual - 118.33607; gen_gan - 0.28256; feature_matching - 5.60947; equivariance_value - 0.95309; equivariance_jacobian - 0.89205; disc_gan - 0.46197
00000234) perceptual - 116.80408; gen_gan - 0.28446; feature_matching - 5.53543; equivariance_value - 0.96928; equivariance_jacobian - 0.86155; disc_gan - 0.45884
00000235) perceptual - 117.52850; gen_gan - 0.28513; feature_matching - 5.63944; equivariance_value - 0.93408; equivariance_jacobian - 0.93395; disc_gan - 0.45969
00000236) perceptual - 122.34660; gen_gan - 0.28344; feature_matching - 5.91742; equivariance_value - 0.90473; equivariance_jacobian - 0.85029; disc_gan - 0.46372
00000237) perceptual - 118.58475; gen_gan - 0.28537; feature_matching - 5.67334; equivariance_value - 0.94227; equivariance_jacobian - 0.87560; disc_gan - 0.46036
00000238) perceptual - 117.61737; gen_gan - 0.28536; feature_matching - 5.56444; equivariance_value - 0.88753; equivariance_jacobian - 0.82663; disc_gan - 0.45969
00000239) perceptual - 121.88266; gen_gan - 0.28368; feature_matching - 5.79975; equivariance_value - 0.94282; equivariance_jacobian - 0.87545; disc_gan - 0.46171
00000240) perceptual - 124.15639; gen_gan - 0.28434; feature_matching - 5.97410; equivariance_value - 0.95463; equivariance_jacobian - 0.90071; disc_gan - 0.45954
00000241) perceptual - 116.08267; gen_gan - 0.28551; feature_matching - 5.36570; equivariance_value - 0.93395; equivariance_jacobian - 0.92777; disc_gan - 0.46121
00000242) perceptual - 119.94483; gen_gan - 0.28223; feature_matching - 5.76408; equivariance_value - 0.95668; equivariance_jacobian - 0.89700; disc_gan - 0.46198
00000243) perceptual - 124.37473; gen_gan - 0.28662; feature_matching - 6.09325; equivariance_value - 0.89165; equivariance_jacobian - 0.86407; disc_gan - 0.45891
00000244) perceptual - 120.95531; gen_gan - 0.28620; feature_matching - 5.86743; equivariance_value - 0.84073; equivariance_jacobian - 0.80435; disc_gan - 0.45777
00000245) perceptual - 120.94670; gen_gan - 0.28426; feature_matching - 5.85550; equivariance_value - 0.90580; equivariance_jacobian - 0.91505; disc_gan - 0.46054
00000246) perceptual - 114.76947; gen_gan - 0.28391; feature_matching - 5.41885; equivariance_value - 0.92521; equivariance_jacobian - 0.89490; disc_gan - 0.46001
00000247) perceptual - 118.41750; gen_gan - 0.28726; feature_matching - 5.57791; equivariance_value - 0.88497; equivariance_jacobian - 0.83468; disc_gan - 0.45825
00000248) perceptual - 113.89069; gen_gan - 0.28217; feature_matching - 5.26070; equivariance_value - 0.94032; equivariance_jacobian - 0.85467; disc_gan - 0.46252
00000249) perceptual - 119.35842; gen_gan - 0.28574; feature_matching - 5.79732; equivariance_value - 0.89205; equivariance_jacobian - 0.83779; disc_gan - 0.45957
00000250) perceptual - 117.32424; gen_gan - 0.28498; feature_matching - 5.58705; equivariance_value - 0.97032; equivariance_jacobian - 0.99375; disc_gan - 0.46273
00000251) perceptual - 121.18045; gen_gan - 0.28567; feature_matching - 5.89659; equivariance_value - 0.82717; equivariance_jacobian - 0.82396; disc_gan - 0.45899
00000252) perceptual - 115.10567; gen_gan - 0.28566; feature_matching - 5.46658; equivariance_value - 0.95654; equivariance_jacobian - 0.87256; disc_gan - 0.46042
00000253) perceptual - 118.49334; gen_gan - 0.28473; feature_matching - 5.78939; equivariance_value - 0.99833; equivariance_jacobian - 0.89526; disc_gan - 0.46061
00000254) perceptual - 119.23927; gen_gan - 0.28222; feature_matching - 5.71332; equivariance_value - 0.90087; equivariance_jacobian - 0.85021; disc_gan - 0.46196
00000255) perceptual - 117.33514; gen_gan - 0.28670; feature_matching - 5.63951; equivariance_value - 0.91522; equivariance_jacobian - 0.82719; disc_gan - 0.45871
00000256) perceptual - 117.56644; gen_gan - 0.28844; feature_matching - 5.58730; equivariance_value - 0.94200; equivariance_jacobian - 0.84439; disc_gan - 0.45505
00000257) perceptual - 117.45272; gen_gan - 0.28469; feature_matching - 5.56740; equivariance_value - 0.95709; equivariance_jacobian - 0.89575; disc_gan - 0.46037
00000258) perceptual - 124.29758; gen_gan - 0.28948; feature_matching - 6.05228; equivariance_value - 0.93508; equivariance_jacobian - 1.56756; disc_gan - 0.45818
00000259) perceptual - 121.57014; gen_gan - 0.28612; feature_matching - 5.93251; equivariance_value - 0.89590; equivariance_jacobian - 0.89139; disc_gan - 0.45985
00000260) perceptual - 117.34160; gen_gan - 0.28156; feature_matching - 5.59287; equivariance_value - 0.91514; equivariance_jacobian - 0.91209; disc_gan - 0.46293
00000261) perceptual - 116.94683; gen_gan - 0.28382; feature_matching - 5.50392; equivariance_value - 0.97899; equivariance_jacobian - 0.93090; disc_gan - 0.45977
00000262) perceptual - 116.44693; gen_gan - 0.28527; feature_matching - 5.48318; equivariance_value - 0.90896; equivariance_jacobian - 0.86696; disc_gan - 0.46181
00000263) perceptual - 125.09514; gen_gan - 0.28961; feature_matching - 5.96444; equivariance_value - 0.92406; equivariance_jacobian - 0.87641; disc_gan - 0.45825
00000264) perceptual - 114.79264; gen_gan - 0.28710; feature_matching - 5.39724; equivariance_value - 0.91797; equivariance_jacobian - 0.86329; disc_gan - 0.45706
00000265) perceptual - 116.95613; gen_gan - 0.28655; feature_matching - 5.40786; equivariance_value - 0.88615; equivariance_jacobian - 0.93572; disc_gan - 0.45707
00000266) perceptual - 120.80421; gen_gan - 0.28636; feature_matching - 5.84450; equivariance_value - 0.92863; equivariance_jacobian - 0.90084; disc_gan - 0.45718
00000267) perceptual - 116.18437; gen_gan - 0.28235; feature_matching - 5.50336; equivariance_value - 0.90709; equivariance_jacobian - 0.86268; disc_gan - 0.46143
00000268) perceptual - 122.94104; gen_gan - 0.28707; feature_matching - 5.90439; equivariance_value - 0.94951; equivariance_jacobian - 0.97778; disc_gan - 0.46000
00000269) perceptual - 121.61823; gen_gan - 0.29015; feature_matching - 5.95231; equivariance_value - 0.88302; equivariance_jacobian - 0.88137; disc_gan - 0.45715
00000270) perceptual - 117.34517; gen_gan - 0.28599; feature_matching - 5.59547; equivariance_value - 0.87232; equivariance_jacobian - 0.98215; disc_gan - 0.45813
00000271) perceptual - 118.80783; gen_gan - 0.28689; feature_matching - 5.61819; equivariance_value - 0.98097; equivariance_jacobian - 0.89032; disc_gan - 0.46009
00000272) perceptual - 118.85715; gen_gan - 0.28457; feature_matching - 5.69698; equivariance_value - 0.92772; equivariance_jacobian - 0.86851; disc_gan - 0.45989
00000273) perceptual - 118.13962; gen_gan - 0.28759; feature_matching - 5.59416; equivariance_value - 0.95941; equivariance_jacobian - 3.27160; disc_gan - 0.45778
00000274) perceptual - 119.35272; gen_gan - 0.28738; feature_matching - 5.78268; equivariance_value - 0.96604; equivariance_jacobian - 1.02954; disc_gan - 0.45626
00000275) perceptual - 123.33343; gen_gan - 0.28526; feature_matching - 6.10023; equivariance_value - 0.99757; equivariance_jacobian - 0.95929; disc_gan - 0.45953
00000276) perceptual - 122.04430; gen_gan - 0.28908; feature_matching - 5.97510; equivariance_value - 0.92135; equivariance_jacobian - 1.01505; disc_gan - 0.45813
00000277) perceptual - 121.86265; gen_gan - 0.28962; feature_matching - 5.89996; equivariance_value - 0.93576; equivariance_jacobian - 1.01757; disc_gan - 0.45346
00000278) perceptual - 121.04301; gen_gan - 0.29093; feature_matching - 5.90437; equivariance_value - 0.90017; equivariance_jacobian - 0.90299; disc_gan - 0.45438
00000279) perceptual - 121.22641; gen_gan - 0.28825; feature_matching - 5.83829; equivariance_value - 0.91514; equivariance_jacobian - 0.85418; disc_gan - 0.45612
00000280) perceptual - 121.15351; gen_gan - 0.28577; feature_matching - 5.83497; equivariance_value - 1.00545; equivariance_jacobian - 1.06898; disc_gan - 0.45790
00000281) perceptual - 120.15491; gen_gan - 0.28462; feature_matching - 5.71770; equivariance_value - 0.95571; equivariance_jacobian - 0.92224; disc_gan - 0.46117
00000282) perceptual - 118.68687; gen_gan - 0.28757; feature_matching - 5.70472; equivariance_value - 0.98122; equivariance_jacobian - 1.09843; disc_gan - 0.45459
00000283) perceptual - 117.26181; gen_gan - 0.28652; feature_matching - 5.58969; equivariance_value - 0.89281; equivariance_jacobian - 0.88468; disc_gan - 0.45615
00000284) perceptual - 116.58408; gen_gan - 0.28526; feature_matching - 5.40696; equivariance_value - 0.91699; equivariance_jacobian - 0.97091; disc_gan - 0.45913
00000285) perceptual - 116.25189; gen_gan - 0.28519; feature_matching - 5.55720; equivariance_value - 0.95873; equivariance_jacobian - 1.04048; disc_gan - 0.46012
00000286) perceptual - 121.84965; gen_gan - 0.28844; feature_matching - 5.97542; equivariance_value - 0.96839; equivariance_jacobian - 1.06002; disc_gan - 0.45431
00000287) perceptual - 116.45090; gen_gan - 0.28696; feature_matching - 5.52368; equivariance_value - 0.89457; equivariance_jacobian - 1.07368; disc_gan - 0.45851
00000288) perceptual - 118.14339; gen_gan - 0.28664; feature_matching - 5.64620; equivariance_value - 0.94153; equivariance_jacobian - 2.35984; disc_gan - 0.45554
00000289) perceptual - 118.77174; gen_gan - 0.28575; feature_matching - 5.76141; equivariance_value - 0.89053; equivariance_jacobian - 1.58186; disc_gan - 0.45700
00000290) perceptual - 115.01156; gen_gan - 0.28652; feature_matching - 5.48036; equivariance_value - 1.01713; equivariance_jacobian - 1.26714; disc_gan - 0.45808
00000291) perceptual - 114.44711; gen_gan - 0.28818; feature_matching - 5.35791; equivariance_value - 0.82475; equivariance_jacobian - 0.89299; disc_gan - 0.45744
00000292) perceptual - 118.70927; gen_gan - 0.28542; feature_matching - 5.69390; equivariance_value - 0.91196; equivariance_jacobian - 1.00552; disc_gan - 0.46077
00000293) perceptual - 125.08333; gen_gan - 0.28703; feature_matching - 6.16881; equivariance_value - 0.94518; equivariance_jacobian - 0.87023; disc_gan - 0.45660
00000294) perceptual - 118.37122; gen_gan - 0.28648; feature_matching - 5.72913; equivariance_value - 0.88825; equivariance_jacobian - 1.06974; disc_gan - 0.45744
00000295) perceptual - 116.06273; gen_gan - 0.29061; feature_matching - 5.50900; equivariance_value - 0.88016; equivariance_jacobian - 0.96282; disc_gan - 0.45601
00000296) perceptual - 120.03815; gen_gan - 0.29089; feature_matching - 5.79933; equivariance_value - 0.92115; equivariance_jacobian - 1.03468; disc_gan - 0.45577
00000297) perceptual - 116.02925; gen_gan - 0.28706; feature_matching - 5.61689; equivariance_value - 0.87693; equivariance_jacobian - 0.95417; disc_gan - 0.45770
00000298) perceptual - 116.58756; gen_gan - 0.28957; feature_matching - 5.63502; equivariance_value - 0.91104; equivariance_jacobian - 1.61162; disc_gan - 0.45676
00000299) perceptual - 120.63756; gen_gan - 0.28680; feature_matching - 5.88608; equivariance_value - 0.86601; equivariance_jacobian - 0.87842; disc_gan - 0.45804
00000300) perceptual - 118.53349; gen_gan - 0.28726; feature_matching - 5.79517; equivariance_value - 0.87982; equivariance_jacobian - 1.10893; disc_gan - 0.45744
00000301) perceptual - 121.05193; gen_gan - 0.28921; feature_matching - 5.81055; equivariance_value - 1.05738; equivariance_jacobian - 0.92169; disc_gan - 0.45713
00000302) perceptual - 121.23590; gen_gan - 0.29237; feature_matching - 5.91581; equivariance_value - 0.83567; equivariance_jacobian - 0.88392; disc_gan - 0.45422
00000303) perceptual - 117.66743; gen_gan - 0.28613; feature_matching - 5.61716; equivariance_value - 0.89296; equivariance_jacobian - 0.94602; disc_gan - 0.45824
00000304) perceptual - 119.30183; gen_gan - 0.28962; feature_matching - 5.76521; equivariance_value - 0.97548; equivariance_jacobian - 0.91122; disc_gan - 0.45494
00000305) perceptual - 117.71619; gen_gan - 0.28601; feature_matching - 5.58872; equivariance_value - 0.90209; equivariance_jacobian - 1.26579; disc_gan - 0.45564
00000306) perceptual - 122.34656; gen_gan - 0.29050; feature_matching - 5.96571; equivariance_value - 1.01094; equivariance_jacobian - 0.93074; disc_gan - 0.45629
00000307) perceptual - 119.39577; gen_gan - 0.28774; feature_matching - 5.69123; equivariance_value - 0.94117; equivariance_jacobian - 0.94815; disc_gan - 0.45710
00000308) perceptual - 115.85800; gen_gan - 0.28723; feature_matching - 5.59196; equivariance_value - 0.90715; equivariance_jacobian - 0.83875; disc_gan - 0.45435
00000309) perceptual - 116.28960; gen_gan - 0.28596; feature_matching - 5.49793; equivariance_value - 0.94066; equivariance_jacobian - 0.90866; disc_gan - 0.45676
00000310) perceptual - 120.74273; gen_gan - 0.28831; feature_matching - 5.89828; equivariance_value - 0.91395; equivariance_jacobian - 0.89755; disc_gan - 0.45757
00000311) perceptual - 115.67134; gen_gan - 0.28741; feature_matching - 5.64783; equivariance_value - 0.99477; equivariance_jacobian - 0.86796; disc_gan - 0.45569
00000312) perceptual - 122.83708; gen_gan - 0.29091; feature_matching - 5.92297; equivariance_value - 0.84970; equivariance_jacobian - 0.88036; disc_gan - 0.45518
00000313) perceptual - 115.20153; gen_gan - 0.28404; feature_matching - 5.43970; equivariance_value - 0.98708; equivariance_jacobian - 0.84076; disc_gan - 0.45892
00000314) perceptual - 119.86154; gen_gan - 0.29138; feature_matching - 5.69502; equivariance_value - 0.86263; equivariance_jacobian - 1.09237; disc_gan - 0.45348
00000315) perceptual - 117.20517; gen_gan - 0.28816; feature_matching - 5.64283; equivariance_value - 0.95282; equivariance_jacobian - 0.91428; disc_gan - 0.45547
00000316) perceptual - 117.12189; gen_gan - 0.28934; feature_matching - 5.70460; equivariance_value - 0.94526; equivariance_jacobian - 0.94950; disc_gan - 0.45461
00000317) perceptual - 122.27090; gen_gan - 0.28805; feature_matching - 5.98232; equivariance_value - 0.97534; equivariance_jacobian - 0.94887; disc_gan - 0.45786
00000318) perceptual - 114.32678; gen_gan - 0.29011; feature_matching - 5.35115; equivariance_value - 0.93279; equivariance_jacobian - 0.96057; disc_gan - 0.45316
00000319) perceptual - 118.39224; gen_gan - 0.28894; feature_matching - 5.83649; equivariance_value - 0.97660; equivariance_jacobian - 0.91123; disc_gan - 0.45414
00000320) perceptual - 124.35495; gen_gan - 0.29172; feature_matching - 6.07222; equivariance_value - 0.91075; equivariance_jacobian - 0.93374; disc_gan - 0.45244
00000321) perceptual - 121.19522; gen_gan - 0.28690; feature_matching - 5.90263; equivariance_value - 0.94083; equivariance_jacobian - 0.93293; disc_gan - 0.45755
00000322) perceptual - 119.65936; gen_gan - 0.29015; feature_matching - 5.75826; equivariance_value - 0.94174; equivariance_jacobian - 0.94469; disc_gan - 0.45534
00000323) perceptual - 120.23872; gen_gan - 0.28896; feature_matching - 5.75217; equivariance_value - 0.99683; equivariance_jacobian - 1.03099; disc_gan - 0.45477
00000324) perceptual - 118.97159; gen_gan - 0.28774; feature_matching - 5.75673; equivariance_value - 0.92603; equivariance_jacobian - 0.94168; disc_gan - 0.45766
00000325) perceptual - 116.38089; gen_gan - 0.28819; feature_matching - 5.42485; equivariance_value - 0.91225; equivariance_jacobian - 0.93157; disc_gan - 0.45405
00000326) perceptual - 121.99831; gen_gan - 0.28746; feature_matching - 5.91850; equivariance_value - 0.91767; equivariance_jacobian - 1.09344; disc_gan - 0.45513
00000327) perceptual - 120.31515; gen_gan - 0.28700; feature_matching - 5.77099; equivariance_value - 0.96034; equivariance_jacobian - 0.85153; disc_gan - 0.45686
00000328) perceptual - 117.78767; gen_gan - 0.29171; feature_matching - 5.73503; equivariance_value - 0.96822; equivariance_jacobian - 1.06112; disc_gan - 0.45334
00000329) perceptual - 118.58984; gen_gan - 0.28900; feature_matching - 5.76323; equivariance_value - 0.89603; equivariance_jacobian - 0.84822; disc_gan - 0.45319
00000330) perceptual - 117.94503; gen_gan - 0.28978; feature_matching - 5.69805; equivariance_value - 0.95288; equivariance_jacobian - 0.86144; disc_gan - 0.45214
00000331) perceptual - 120.29752; gen_gan - 0.29181; feature_matching - 5.80826; equivariance_value - 0.98130; equivariance_jacobian - 0.92000; disc_gan - 0.45602
00000332) perceptual - 119.03782; gen_gan - 0.28891; feature_matching - 5.74831; equivariance_value - 0.91522; equivariance_jacobian - 0.90059; disc_gan - 0.45306
00000333) perceptual - 113.21992; gen_gan - 0.28832; feature_matching - 5.38070; equivariance_value - 1.03856; equivariance_jacobian - 0.98911; disc_gan - 0.45543
00000334) perceptual - 121.94751; gen_gan - 0.28644; feature_matching - 5.90756; equivariance_value - 1.00304; equivariance_jacobian - 0.89084; disc_gan - 0.45537
00000335) perceptual - 119.43004; gen_gan - 0.28861; feature_matching - 5.73235; equivariance_value - 0.90432; equivariance_jacobian - 0.87494; disc_gan - 0.45624
00000336) perceptual - 114.76001; gen_gan - 0.29008; feature_matching - 5.56685; equivariance_value - 0.92595; equivariance_jacobian - 0.90714; disc_gan - 0.45581
00000337) perceptual - 122.22542; gen_gan - 0.29260; feature_matching - 5.95380; equivariance_value - 0.93357; equivariance_jacobian - 0.85959; disc_gan - 0.45239
00000338) perceptual - 120.61917; gen_gan - 0.28725; feature_matching - 5.84193; equivariance_value - 0.89910; equivariance_jacobian - 0.97033; disc_gan - 0.45446
00000339) perceptual - 121.05096; gen_gan - 0.29224; feature_matching - 6.03938; equivariance_value - 0.92154; equivariance_jacobian - 0.92369; disc_gan - 0.45158
00000340) perceptual - 116.81715; gen_gan - 0.29055; feature_matching - 5.59160; equivariance_value - 0.94522; equivariance_jacobian - 1.38725; disc_gan - 0.45679
00000341) perceptual - 117.41750; gen_gan - 0.28978; feature_matching - 5.67704; equivariance_value - 0.83270; equivariance_jacobian - 0.83820; disc_gan - 0.45282
00000342) perceptual - 117.77754; gen_gan - 0.29044; feature_matching - 5.67581; equivariance_value - 0.86953; equivariance_jacobian - 0.92120; disc_gan - 0.45400
00000343) perceptual - 113.06831; gen_gan - 0.28796; feature_matching - 5.44765; equivariance_value - 0.86504; equivariance_jacobian - 0.92454; disc_gan - 0.45837
00000344) perceptual - 120.53477; gen_gan - 0.28928; feature_matching - 5.95458; equivariance_value - 0.91667; equivariance_jacobian - 0.90673; disc_gan - 0.45260
00000345) perceptual - 117.30397; gen_gan - 0.29198; feature_matching - 5.62590; equivariance_value - 0.96824; equivariance_jacobian - 0.94695; disc_gan - 0.45062
00000346) perceptual - 116.24054; gen_gan - 0.28992; feature_matching - 5.52042; equivariance_value - 0.92999; equivariance_jacobian - 0.92460; disc_gan - 0.45400
00000347) perceptual - 120.86002; gen_gan - 0.28846; feature_matching - 5.85847; equivariance_value - 0.88607; equivariance_jacobian - 1.24277; disc_gan - 0.45670
