00000000) perceptual - 221.40282; gen_gan - 4.36735; feature_matching - 12.73285; equivariance_value - 0.95938; equivariance_jacobian - 0.73830; disc_gan - 7.72336
00000174) perceptual - 118.42909; gen_gan - 0.28984; feature_matching - 5.81540; equivariance_value - 0.41529; equivariance_jacobian - 0.69651; disc_gan - 0.45542
00000175) perceptual - 122.11501; gen_gan - 0.28936; feature_matching - 5.92873; equivariance_value - 0.44847; equivariance_jacobian - 0.70120; disc_gan - 0.45596
00000176) perceptual - 121.57869; gen_gan - 0.29002; feature_matching - 5.89761; equivariance_value - 0.41348; equivariance_jacobian - 0.65333; disc_gan - 0.45699
00000177) perceptual - 122.18111; gen_gan - 0.28950; feature_matching - 5.95671; equivariance_value - 0.41528; equivariance_jacobian - 0.65651; disc_gan - 0.45640
00000178) perceptual - 123.60310; gen_gan - 0.28948; feature_matching - 6.17789; equivariance_value - 0.42097; equivariance_jacobian - 0.68924; disc_gan - 0.45482
00000179) perceptual - 119.91539; gen_gan - 0.28746; feature_matching - 5.77089; equivariance_value - 0.39793; equivariance_jacobian - 0.69859; disc_gan - 0.45667
00000180) perceptual - 121.10294; gen_gan - 0.29261; feature_matching - 5.89969; equivariance_value - 0.41787; equivariance_jacobian - 0.67657; disc_gan - 0.45263
00000181) perceptual - 120.97872; gen_gan - 0.29041; feature_matching - 5.93847; equivariance_value - 0.45905; equivariance_jacobian - 0.72148; disc_gan - 0.45546
00000182) perceptual - 121.63866; gen_gan - 0.28992; feature_matching - 5.99378; equivariance_value - 0.41567; equivariance_jacobian - 0.70300; disc_gan - 0.45645
00000183) perceptual - 117.48921; gen_gan - 0.28673; feature_matching - 5.67256; equivariance_value - 0.42730; equivariance_jacobian - 0.69415; disc_gan - 0.45691
00000184) perceptual - 117.01323; gen_gan - 0.29015; feature_matching - 5.67358; equivariance_value - 0.43774; equivariance_jacobian - 0.67302; disc_gan - 0.45395
00000185) perceptual - 118.90601; gen_gan - 0.29018; feature_matching - 5.85047; equivariance_value - 0.38277; equivariance_jacobian - 0.65063; disc_gan - 0.45476
00000186) perceptual - 121.71073; gen_gan - 0.28978; feature_matching - 5.99534; equivariance_value - 0.42660; equivariance_jacobian - 0.65569; disc_gan - 0.45530
00000187) perceptual - 121.75580; gen_gan - 0.29005; feature_matching - 5.92893; equivariance_value - 0.39966; equivariance_jacobian - 0.63661; disc_gan - 0.45556
00000188) perceptual - 121.44323; gen_gan - 0.29060; feature_matching - 5.96626; equivariance_value - 0.43972; equivariance_jacobian - 0.72373; disc_gan - 0.45415
00000189) perceptual - 120.84990; gen_gan - 0.29148; feature_matching - 5.95541; equivariance_value - 0.41572; equivariance_jacobian - 0.65198; disc_gan - 0.45507
00000190) perceptual - 118.16682; gen_gan - 0.28946; feature_matching - 5.73509; equivariance_value - 0.41732; equivariance_jacobian - 0.64829; disc_gan - 0.45553
00000191) perceptual - 118.73351; gen_gan - 0.29145; feature_matching - 5.73768; equivariance_value - 0.41628; equivariance_jacobian - 0.70861; disc_gan - 0.45364
00000192) perceptual - 116.15836; gen_gan - 0.28982; feature_matching - 5.67144; equivariance_value - 0.43912; equivariance_jacobian - 0.68228; disc_gan - 0.45622
00000193) perceptual - 117.86460; gen_gan - 0.28681; feature_matching - 5.70078; equivariance_value - 0.42030; equivariance_jacobian - 0.66802; disc_gan - 0.45588
00000194) perceptual - 119.88829; gen_gan - 0.28928; feature_matching - 5.90118; equivariance_value - 0.42471; equivariance_jacobian - 0.66228; disc_gan - 0.45652
00000195) perceptual - 120.96173; gen_gan - 0.29100; feature_matching - 5.86700; equivariance_value - 0.43729; equivariance_jacobian - 0.70725; disc_gan - 0.45713
00000196) perceptual - 122.34891; gen_gan - 0.29272; feature_matching - 6.06440; equivariance_value - 0.44316; equivariance_jacobian - 0.70354; disc_gan - 0.45392
00000197) perceptual - 121.88196; gen_gan - 0.29017; feature_matching - 5.82748; equivariance_value - 0.39633; equivariance_jacobian - 0.63777; disc_gan - 0.45541
00000198) perceptual - 121.49486; gen_gan - 0.29172; feature_matching - 5.97332; equivariance_value - 0.43807; equivariance_jacobian - 0.70377; disc_gan - 0.45376
00000199) perceptual - 125.08472; gen_gan - 0.29121; feature_matching - 6.20372; equivariance_value - 0.43729; equivariance_jacobian - 0.68321; disc_gan - 0.45376
00000200) perceptual - 121.14194; gen_gan - 0.29224; feature_matching - 5.89770; equivariance_value - 0.42780; equivariance_jacobian - 0.66349; disc_gan - 0.45367
00000201) perceptual - 121.73541; gen_gan - 0.28925; feature_matching - 5.97751; equivariance_value - 0.42262; equivariance_jacobian - 0.64396; disc_gan - 0.45372
00000202) perceptual - 123.38591; gen_gan - 0.29079; feature_matching - 6.11529; equivariance_value - 0.42494; equivariance_jacobian - 0.67271; disc_gan - 0.45389
00000203) perceptual - 119.33186; gen_gan - 0.28987; feature_matching - 5.91925; equivariance_value - 0.41945; equivariance_jacobian - 0.65694; disc_gan - 0.45462
00000204) perceptual - 117.17342; gen_gan - 0.29107; feature_matching - 5.70932; equivariance_value - 0.43280; equivariance_jacobian - 0.69193; disc_gan - 0.45359
00000205) perceptual - 122.73617; gen_gan - 0.29077; feature_matching - 5.99082; equivariance_value - 0.41063; equivariance_jacobian - 0.66391; disc_gan - 0.45433
00000206) perceptual - 118.04755; gen_gan - 0.29222; feature_matching - 5.76649; equivariance_value - 0.41845; equivariance_jacobian - 0.68045; disc_gan - 0.45362
00000207) perceptual - 120.32505; gen_gan - 0.29108; feature_matching - 5.88572; equivariance_value - 0.41962; equivariance_jacobian - 0.64943; disc_gan - 0.45395
00000208) perceptual - 125.62389; gen_gan - 0.29193; feature_matching - 6.22652; equivariance_value - 0.44081; equivariance_jacobian - 0.65360; disc_gan - 0.45429
00000209) perceptual - 120.38799; gen_gan - 0.29038; feature_matching - 5.89395; equivariance_value - 0.42275; equivariance_jacobian - 0.71210; disc_gan - 0.45443
00000210) perceptual - 122.24907; gen_gan - 0.29246; feature_matching - 6.11247; equivariance_value - 0.42872; equivariance_jacobian - 0.67210; disc_gan - 0.45277
00000211) perceptual - 123.56189; gen_gan - 0.29150; feature_matching - 6.10519; equivariance_value - 0.44103; equivariance_jacobian - 0.72655; disc_gan - 0.45366
00000212) perceptual - 120.32312; gen_gan - 0.29108; feature_matching - 5.84711; equivariance_value - 0.42177; equivariance_jacobian - 0.67477; disc_gan - 0.45346
00000213) perceptual - 125.20947; gen_gan - 0.29298; feature_matching - 6.19886; equivariance_value - 0.41960; equivariance_jacobian - 0.64289; disc_gan - 0.45326
00000214) perceptual - 121.99462; gen_gan - 0.29120; feature_matching - 6.00477; equivariance_value - 0.41685; equivariance_jacobian - 0.66278; disc_gan - 0.45419
00000215) perceptual - 117.56572; gen_gan - 0.29325; feature_matching - 5.69987; equivariance_value - 0.41955; equivariance_jacobian - 0.65926; disc_gan - 0.45328
00000216) perceptual - 122.35174; gen_gan - 0.29399; feature_matching - 5.99739; equivariance_value - 0.43952; equivariance_jacobian - 0.68181; disc_gan - 0.45237
00000217) perceptual - 121.67586; gen_gan - 0.29332; feature_matching - 5.95645; equivariance_value - 0.44832; equivariance_jacobian - 0.67971; disc_gan - 0.45111
00000218) perceptual - 119.83466; gen_gan - 0.29179; feature_matching - 5.88467; equivariance_value - 0.42268; equivariance_jacobian - 0.68280; disc_gan - 0.45330
00000219) perceptual - 121.10033; gen_gan - 0.29098; feature_matching - 5.97844; equivariance_value - 0.42206; equivariance_jacobian - 0.67846; disc_gan - 0.45364
00000220) perceptual - 116.75390; gen_gan - 0.28906; feature_matching - 5.71531; equivariance_value - 0.42269; equivariance_jacobian - 0.68164; disc_gan - 0.45492
00000221) perceptual - 120.62095; gen_gan - 0.29192; feature_matching - 5.94994; equivariance_value - 0.43284; equivariance_jacobian - 0.69116; disc_gan - 0.45391
00000222) perceptual - 121.59633; gen_gan - 0.29321; feature_matching - 5.94649; equivariance_value - 0.43466; equivariance_jacobian - 0.66476; disc_gan - 0.45161
00000223) perceptual - 121.69379; gen_gan - 0.29268; feature_matching - 6.01312; equivariance_value - 0.42314; equivariance_jacobian - 0.66637; disc_gan - 0.45334
00000224) perceptual - 123.55164; gen_gan - 0.29179; feature_matching - 6.10741; equivariance_value - 0.44735; equivariance_jacobian - 0.67051; disc_gan - 0.45500
00000225) perceptual - 119.34437; gen_gan - 0.29270; feature_matching - 5.88779; equivariance_value - 0.38659; equivariance_jacobian - 0.66845; disc_gan - 0.45152
00000226) perceptual - 122.86089; gen_gan - 0.29431; feature_matching - 6.13800; equivariance_value - 0.43676; equivariance_jacobian - 0.66430; disc_gan - 0.45275
00000227) perceptual - 118.76916; gen_gan - 0.28993; feature_matching - 5.78251; equivariance_value - 0.42547; equivariance_jacobian - 0.67254; disc_gan - 0.45427
00000228) perceptual - 121.15105; gen_gan - 0.29261; feature_matching - 5.97043; equivariance_value - 0.40868; equivariance_jacobian - 0.67736; disc_gan - 0.45242
00000229) perceptual - 121.56483; gen_gan - 0.29521; feature_matching - 6.04719; equivariance_value - 0.40450; equivariance_jacobian - 0.67181; disc_gan - 0.45046
00000230) perceptual - 125.82047; gen_gan - 0.29624; feature_matching - 6.30949; equivariance_value - 0.40759; equivariance_jacobian - 0.65516; disc_gan - 0.44945
00000231) perceptual - 115.67790; gen_gan - 0.29082; feature_matching - 5.59760; equivariance_value - 0.41811; equivariance_jacobian - 0.69808; disc_gan - 0.45329
00000232) perceptual - 122.53762; gen_gan - 0.29279; feature_matching - 6.03611; equivariance_value - 0.41957; equivariance_jacobian - 0.66403; disc_gan - 0.45286
00000233) perceptual - 119.59325; gen_gan - 0.29296; feature_matching - 5.72750; equivariance_value - 0.41410; equivariance_jacobian - 0.64226; disc_gan - 0.45095
00000234) perceptual - 119.49603; gen_gan - 0.28906; feature_matching - 5.87180; equivariance_value - 0.39286; equivariance_jacobian - 0.64594; disc_gan - 0.45364
00000235) perceptual - 118.34134; gen_gan - 0.29113; feature_matching - 5.80976; equivariance_value - 0.39536; equivariance_jacobian - 0.67067; disc_gan - 0.45248
00000236) perceptual - 120.53497; gen_gan - 0.28868; feature_matching - 5.86753; equivariance_value - 0.44884; equivariance_jacobian - 0.68833; disc_gan - 0.45561
00000237) perceptual - 117.74664; gen_gan - 0.29309; feature_matching - 5.72467; equivariance_value - 0.40622; equivariance_jacobian - 0.66828; disc_gan - 0.45253
00000238) perceptual - 120.75135; gen_gan - 0.29298; feature_matching - 5.96231; equivariance_value - 0.41342; equivariance_jacobian - 0.66964; disc_gan - 0.45274
00000239) perceptual - 120.54572; gen_gan - 0.29061; feature_matching - 5.90675; equivariance_value - 0.44265; equivariance_jacobian - 0.70365; disc_gan - 0.45361
00000240) perceptual - 118.52377; gen_gan - 0.29312; feature_matching - 5.77429; equivariance_value - 0.44323; equivariance_jacobian - 0.70810; disc_gan - 0.45257
00000241) perceptual - 121.49132; gen_gan - 0.29069; feature_matching - 5.94022; equivariance_value - 0.43508; equivariance_jacobian - 0.71307; disc_gan - 0.45343
00000242) perceptual - 120.02521; gen_gan - 0.29218; feature_matching - 5.89023; equivariance_value - 0.41825; equivariance_jacobian - 0.68051; disc_gan - 0.45319
00000243) perceptual - 120.56189; gen_gan - 0.29233; feature_matching - 5.93886; equivariance_value - 0.40483; equivariance_jacobian - 0.68720; disc_gan - 0.45257
00000244) perceptual - 120.09145; gen_gan - 0.29359; feature_matching - 5.86709; equivariance_value - 0.44572; equivariance_jacobian - 0.67826; disc_gan - 0.45170
00000245) perceptual - 118.66229; gen_gan - 0.29210; feature_matching - 5.76380; equivariance_value - 0.40804; equivariance_jacobian - 0.64293; disc_gan - 0.45179
00000246) perceptual - 118.29930; gen_gan - 0.29412; feature_matching - 5.75915; equivariance_value - 0.41874; equivariance_jacobian - 0.66843; disc_gan - 0.45182
00000247) perceptual - 123.01677; gen_gan - 0.29562; feature_matching - 5.99795; equivariance_value - 0.40732; equivariance_jacobian - 0.65597; disc_gan - 0.45174
00000248) perceptual - 121.19848; gen_gan - 0.29492; feature_matching - 5.94128; equivariance_value - 0.42412; equivariance_jacobian - 0.65883; disc_gan - 0.45030
00000249) perceptual - 116.76704; gen_gan - 0.28919; feature_matching - 5.67277; equivariance_value - 0.41635; equivariance_jacobian - 0.64620; disc_gan - 0.45464
00000250) perceptual - 121.68017; gen_gan - 0.29206; feature_matching - 5.97460; equivariance_value - 0.45214; equivariance_jacobian - 0.70775; disc_gan - 0.45131
00000251) perceptual - 117.19957; gen_gan - 0.29366; feature_matching - 5.72406; equivariance_value - 0.43167; equivariance_jacobian - 0.68568; disc_gan - 0.45065
00000252) perceptual - 118.45740; gen_gan - 0.29678; feature_matching - 5.81029; equivariance_value - 0.43037; equivariance_jacobian - 0.66155; disc_gan - 0.44848
00000253) perceptual - 120.93552; gen_gan - 0.29130; feature_matching - 6.04390; equivariance_value - 0.39155; equivariance_jacobian - 0.67824; disc_gan - 0.45112
00000254) perceptual - 117.70830; gen_gan - 0.29444; feature_matching - 5.76394; equivariance_value - 0.42623; equivariance_jacobian - 0.69635; disc_gan - 0.45267
00000255) perceptual - 121.04581; gen_gan - 0.29552; feature_matching - 6.00617; equivariance_value - 0.40472; equivariance_jacobian - 0.66645; disc_gan - 0.45040
00000256) perceptual - 119.27862; gen_gan - 0.29515; feature_matching - 5.86109; equivariance_value - 0.42671; equivariance_jacobian - 0.67453; disc_gan - 0.45127
00000257) perceptual - 117.17258; gen_gan - 0.29445; feature_matching - 5.73403; equivariance_value - 0.41538; equivariance_jacobian - 0.67387; disc_gan - 0.45107
00000258) perceptual - 119.93346; gen_gan - 0.29258; feature_matching - 5.87958; equivariance_value - 0.42493; equivariance_jacobian - 0.66286; disc_gan - 0.45141
00000259) perceptual - 118.70229; gen_gan - 0.29543; feature_matching - 5.79598; equivariance_value - 0.44245; equivariance_jacobian - 0.66185; disc_gan - 0.45153
00000260) perceptual - 118.12085; gen_gan - 0.29606; feature_matching - 5.74605; equivariance_value - 0.41696; equivariance_jacobian - 0.68115; disc_gan - 0.45066
00000261) perceptual - 121.22505; gen_gan - 0.29279; feature_matching - 5.84025; equivariance_value - 0.42144; equivariance_jacobian - 0.65152; disc_gan - 0.45169
00000262) perceptual - 118.94336; gen_gan - 0.29268; feature_matching - 5.83272; equivariance_value - 0.40992; equivariance_jacobian - 0.67744; disc_gan - 0.45274
00000263) perceptual - 119.50952; gen_gan - 0.29425; feature_matching - 5.84942; equivariance_value - 0.43872; equivariance_jacobian - 0.68579; disc_gan - 0.45099
00000264) perceptual - 116.51042; gen_gan - 0.29067; feature_matching - 5.57496; equivariance_value - 0.41225; equivariance_jacobian - 0.69124; disc_gan - 0.45245
00000265) perceptual - 122.70169; gen_gan - 0.29181; feature_matching - 6.11433; equivariance_value - 0.42198; equivariance_jacobian - 0.68891; disc_gan - 0.45262
00000266) perceptual - 119.93253; gen_gan - 0.29443; feature_matching - 5.95845; equivariance_value - 0.42302; equivariance_jacobian - 0.70103; disc_gan - 0.44948
00000267) perceptual - 120.28368; gen_gan - 0.29537; feature_matching - 5.98577; equivariance_value - 0.41852; equivariance_jacobian - 0.65567; disc_gan - 0.45030
00000268) perceptual - 121.21807; gen_gan - 0.29441; feature_matching - 6.00145; equivariance_value - 0.40212; equivariance_jacobian - 0.64340; disc_gan - 0.45060
00000269) perceptual - 118.66343; gen_gan - 0.29592; feature_matching - 5.92914; equivariance_value - 0.42358; equivariance_jacobian - 0.67847; disc_gan - 0.44999
00000270) perceptual - 118.46877; gen_gan - 0.29313; feature_matching - 5.74615; equivariance_value - 0.41972; equivariance_jacobian - 0.69634; disc_gan - 0.44914
00000271) perceptual - 122.90034; gen_gan - 0.29587; feature_matching - 6.19445; equivariance_value - 0.45135; equivariance_jacobian - 0.71436; disc_gan - 0.44959
00000272) perceptual - 121.65276; gen_gan - 0.29323; feature_matching - 5.91898; equivariance_value - 0.43114; equivariance_jacobian - 0.67137; disc_gan - 0.45190
00000273) perceptual - 118.11230; gen_gan - 0.29267; feature_matching - 5.78626; equivariance_value - 0.42623; equivariance_jacobian - 0.66015; disc_gan - 0.45000
00000274) perceptual - 121.32538; gen_gan - 0.29420; feature_matching - 6.04347; equivariance_value - 0.43359; equivariance_jacobian - 0.69313; disc_gan - 0.44947
00000275) perceptual - 119.20473; gen_gan - 0.29199; feature_matching - 5.89012; equivariance_value - 0.43672; equivariance_jacobian - 0.69779; disc_gan - 0.45122
00000276) perceptual - 118.56405; gen_gan - 0.29263; feature_matching - 5.86800; equivariance_value - 0.41177; equivariance_jacobian - 0.68297; disc_gan - 0.45198
00000277) perceptual - 120.36124; gen_gan - 0.29369; feature_matching - 5.88898; equivariance_value - 0.42619; equivariance_jacobian - 0.69088; disc_gan - 0.45021
00000278) perceptual - 123.96048; gen_gan - 0.29496; feature_matching - 6.10336; equivariance_value - 0.41280; equivariance_jacobian - 0.69091; disc_gan - 0.44957
00000279) perceptual - 120.68481; gen_gan - 0.29629; feature_matching - 5.97243; equivariance_value - 0.40631; equivariance_jacobian - 0.66395; disc_gan - 0.45000
00000280) perceptual - 122.50708; gen_gan - 0.29442; feature_matching - 6.06484; equivariance_value - 0.42918; equivariance_jacobian - 0.66114; disc_gan - 0.44992
00000281) perceptual - 119.09053; gen_gan - 0.29423; feature_matching - 5.87774; equivariance_value - 0.39630; equivariance_jacobian - 0.67883; disc_gan - 0.44934
00000282) perceptual - 119.44392; gen_gan - 0.29391; feature_matching - 5.89046; equivariance_value - 0.41967; equivariance_jacobian - 0.68010; disc_gan - 0.45080
00000283) perceptual - 119.10788; gen_gan - 0.29526; feature_matching - 5.93891; equivariance_value - 0.40455; equivariance_jacobian - 0.72078; disc_gan - 0.44873
00000284) perceptual - 119.39739; gen_gan - 0.29438; feature_matching - 5.85841; equivariance_value - 0.40293; equivariance_jacobian - 0.66038; disc_gan - 0.45011
00000285) perceptual - 120.34025; gen_gan - 0.29469; feature_matching - 6.02090; equivariance_value - 0.40870; equivariance_jacobian - 0.63195; disc_gan - 0.44961
00000286) perceptual - 122.05273; gen_gan - 0.29411; feature_matching - 6.06853; equivariance_value - 0.38634; equivariance_jacobian - 0.67805; disc_gan - 0.44993
00000287) perceptual - 119.85083; gen_gan - 0.29412; feature_matching - 5.93566; equivariance_value - 0.40689; equivariance_jacobian - 0.65566; disc_gan - 0.45050
00000288) perceptual - 121.96282; gen_gan - 0.29426; feature_matching - 6.11423; equivariance_value - 0.40541; equivariance_jacobian - 0.67138; disc_gan - 0.44962
00000289) perceptual - 124.56251; gen_gan - 0.29458; feature_matching - 6.27319; equivariance_value - 0.45283; equivariance_jacobian - 0.68020; disc_gan - 0.45039
00000290) perceptual - 122.81152; gen_gan - 0.29549; feature_matching - 6.15553; equivariance_value - 0.45093; equivariance_jacobian - 0.69383; disc_gan - 0.44981
00000291) perceptual - 117.06663; gen_gan - 0.29492; feature_matching - 5.63637; equivariance_value - 0.39017; equivariance_jacobian - 0.66903; disc_gan - 0.44977
00000292) perceptual - 121.88177; gen_gan - 0.29891; feature_matching - 5.99818; equivariance_value - 0.45205; equivariance_jacobian - 0.66595; disc_gan - 0.44721
00000293) perceptual - 122.45662; gen_gan - 0.29553; feature_matching - 6.05440; equivariance_value - 0.42447; equivariance_jacobian - 0.65853; disc_gan - 0.44788
00000294) perceptual - 119.49260; gen_gan - 0.29573; feature_matching - 5.93541; equivariance_value - 0.41412; equivariance_jacobian - 0.68016; disc_gan - 0.44934
00000295) perceptual - 116.23605; gen_gan - 0.29528; feature_matching - 5.57526; equivariance_value - 0.42274; equivariance_jacobian - 0.67302; disc_gan - 0.44796
00000296) perceptual - 121.67879; gen_gan - 0.29430; feature_matching - 6.07283; equivariance_value - 0.43063; equivariance_jacobian - 0.69017; disc_gan - 0.45064
00000297) perceptual - 119.33228; gen_gan - 0.29769; feature_matching - 5.83780; equivariance_value - 0.40607; equivariance_jacobian - 0.66774; disc_gan - 0.44790
00000298) perceptual - 118.08308; gen_gan - 0.29704; feature_matching - 5.87153; equivariance_value - 0.45744; equivariance_jacobian - 0.71552; disc_gan - 0.44578
00000299) perceptual - 115.68142; gen_gan - 0.29495; feature_matching - 5.72722; equivariance_value - 0.40284; equivariance_jacobian - 0.63892; disc_gan - 0.44972
00000300) perceptual - 121.40337; gen_gan - 0.29515; feature_matching - 6.06286; equivariance_value - 0.41053; equivariance_jacobian - 0.66405; disc_gan - 0.44933
00000301) perceptual - 121.13726; gen_gan - 0.29764; feature_matching - 5.96788; equivariance_value - 0.40696; equivariance_jacobian - 0.68790; disc_gan - 0.44658
00000302) perceptual - 120.67921; gen_gan - 0.29671; feature_matching - 5.96380; equivariance_value - 0.43742; equivariance_jacobian - 0.69951; disc_gan - 0.44813
00000303) perceptual - 120.61235; gen_gan - 0.29726; feature_matching - 5.96439; equivariance_value - 0.38510; equivariance_jacobian - 0.66411; disc_gan - 0.44764
00000304) perceptual - 119.43597; gen_gan - 0.29828; feature_matching - 5.98897; equivariance_value - 0.41355; equivariance_jacobian - 0.69917; disc_gan - 0.44731
00000305) perceptual - 120.84068; gen_gan - 0.29639; feature_matching - 5.95924; equivariance_value - 0.42169; equivariance_jacobian - 0.67675; disc_gan - 0.44728
00000306) perceptual - 114.86258; gen_gan - 0.29487; feature_matching - 5.69827; equivariance_value - 0.41868; equivariance_jacobian - 0.65989; disc_gan - 0.44740
00000307) perceptual - 120.57893; gen_gan - 0.29653; feature_matching - 5.96886; equivariance_value - 0.38090; equivariance_jacobian - 0.66624; disc_gan - 0.44869
00000308) perceptual - 121.67354; gen_gan - 0.29777; feature_matching - 6.00722; equivariance_value - 0.41341; equivariance_jacobian - 0.67230; disc_gan - 0.44801
00000309) perceptual - 115.97713; gen_gan - 0.29547; feature_matching - 5.70407; equivariance_value - 0.39360; equivariance_jacobian - 0.65716; disc_gan - 0.44918
00000310) perceptual - 118.69069; gen_gan - 0.29853; feature_matching - 5.81564; equivariance_value - 0.40451; equivariance_jacobian - 0.67524; disc_gan - 0.44592
00000311) perceptual - 119.12298; gen_gan - 0.29556; feature_matching - 5.86358; equivariance_value - 0.39064; equivariance_jacobian - 0.66732; disc_gan - 0.44863
00000312) perceptual - 120.94551; gen_gan - 0.29672; feature_matching - 6.02819; equivariance_value - 0.38916; equivariance_jacobian - 0.65217; disc_gan - 0.44739
00000313) perceptual - 119.01195; gen_gan - 0.29694; feature_matching - 5.94522; equivariance_value - 0.41660; equivariance_jacobian - 0.67725; disc_gan - 0.44714
00000314) perceptual - 120.02043; gen_gan - 0.29985; feature_matching - 5.95101; equivariance_value - 0.41633; equivariance_jacobian - 0.65015; disc_gan - 0.44564
00000315) perceptual - 118.26421; gen_gan - 0.29539; feature_matching - 5.77260; equivariance_value - 0.40191; equivariance_jacobian - 0.67686; disc_gan - 0.44907
00000316) perceptual - 121.16002; gen_gan - 0.29712; feature_matching - 6.00149; equivariance_value - 0.43724; equivariance_jacobian - 0.66589; disc_gan - 0.44606
00000317) perceptual - 121.79353; gen_gan - 0.29734; feature_matching - 6.10709; equivariance_value - 0.42230; equivariance_jacobian - 0.69615; disc_gan - 0.44554
00000318) perceptual - 115.22524; gen_gan - 0.29668; feature_matching - 5.50715; equivariance_value - 0.40299; equivariance_jacobian - 0.65621; disc_gan - 0.44840
00000319) perceptual - 119.29237; gen_gan - 0.29842; feature_matching - 5.97389; equivariance_value - 0.41743; equivariance_jacobian - 0.67337; disc_gan - 0.44713
00000320) perceptual - 119.69479; gen_gan - 0.29796; feature_matching - 5.88024; equivariance_value - 0.42188; equivariance_jacobian - 0.68609; disc_gan - 0.44738
00000321) perceptual - 118.20317; gen_gan - 0.29800; feature_matching - 5.91224; equivariance_value - 0.40876; equivariance_jacobian - 0.66597; disc_gan - 0.44536
00000322) perceptual - 119.53976; gen_gan - 0.29921; feature_matching - 6.05820; equivariance_value - 0.41086; equivariance_jacobian - 0.70050; disc_gan - 0.44679
00000323) perceptual - 118.15070; gen_gan - 0.29856; feature_matching - 5.83506; equivariance_value - 0.41188; equivariance_jacobian - 0.66402; disc_gan - 0.44604
00000324) perceptual - 119.83322; gen_gan - 0.29855; feature_matching - 5.94580; equivariance_value - 0.40576; equivariance_jacobian - 0.67952; disc_gan - 0.44553
00000325) perceptual - 118.73560; gen_gan - 0.29830; feature_matching - 5.83778; equivariance_value - 0.39182; equivariance_jacobian - 0.64611; disc_gan - 0.44584
00000326) perceptual - 120.22548; gen_gan - 0.29567; feature_matching - 5.96089; equivariance_value - 0.43142; equivariance_jacobian - 0.69686; disc_gan - 0.44698
00000327) perceptual - 119.79754; gen_gan - 0.29993; feature_matching - 6.07414; equivariance_value - 0.42317; equivariance_jacobian - 0.66859; disc_gan - 0.44486
00000328) perceptual - 123.27856; gen_gan - 0.29738; feature_matching - 6.10246; equivariance_value - 0.41728; equivariance_jacobian - 0.66084; disc_gan - 0.44588
00000329) perceptual - 119.56047; gen_gan - 0.29698; feature_matching - 5.87621; equivariance_value - 0.39046; equivariance_jacobian - 0.65263; disc_gan - 0.44595
00000330) perceptual - 118.21632; gen_gan - 0.29838; feature_matching - 5.82205; equivariance_value - 0.38746; equivariance_jacobian - 0.68303; disc_gan - 0.44561
00000331) perceptual - 122.61109; gen_gan - 0.29910; feature_matching - 6.12618; equivariance_value - 0.43924; equivariance_jacobian - 0.66110; disc_gan - 0.44568
00000332) perceptual - 121.84038; gen_gan - 0.30018; feature_matching - 5.94621; equivariance_value - 0.40653; equivariance_jacobian - 0.65433; disc_gan - 0.44241
00000333) perceptual - 118.03661; gen_gan - 0.29708; feature_matching - 5.85197; equivariance_value - 0.41640; equivariance_jacobian - 0.67521; disc_gan - 0.44602
00000334) perceptual - 119.68819; gen_gan - 0.29907; feature_matching - 5.85266; equivariance_value - 0.42215; equivariance_jacobian - 0.64242; disc_gan - 0.44498
00000335) perceptual - 120.04178; gen_gan - 0.29813; feature_matching - 6.05998; equivariance_value - 0.42086; equivariance_jacobian - 0.69971; disc_gan - 0.44502
00000336) perceptual - 121.25626; gen_gan - 0.29735; feature_matching - 6.02687; equivariance_value - 0.41513; equivariance_jacobian - 0.70034; disc_gan - 0.44563
00000337) perceptual - 117.05173; gen_gan - 0.29593; feature_matching - 5.75278; equivariance_value - 0.39435; equivariance_jacobian - 0.68331; disc_gan - 0.44547
00000338) perceptual - 122.27600; gen_gan - 0.30034; feature_matching - 6.11496; equivariance_value - 0.42210; equivariance_jacobian - 0.68362; disc_gan - 0.44473
00000339) perceptual - 117.33772; gen_gan - 0.29791; feature_matching - 5.83077; equivariance_value - 0.41300; equivariance_jacobian - 0.66724; disc_gan - 0.44701
00000340) perceptual - 122.67096; gen_gan - 0.30026; feature_matching - 6.21699; equivariance_value - 0.40434; equivariance_jacobian - 0.65500; disc_gan - 0.44482
00000341) perceptual - 116.84995; gen_gan - 0.29740; feature_matching - 5.80384; equivariance_value - 0.39454; equivariance_jacobian - 0.64645; disc_gan - 0.44559
00000342) perceptual - 119.33356; gen_gan - 0.30242; feature_matching - 5.89424; equivariance_value - 0.39849; equivariance_jacobian - 0.67173; disc_gan - 0.44196
00000343) perceptual - 121.21716; gen_gan - 0.30264; feature_matching - 6.07455; equivariance_value - 0.41230; equivariance_jacobian - 0.68800; disc_gan - 0.44214
00000344) perceptual - 116.53552; gen_gan - 0.29909; feature_matching - 5.64985; equivariance_value - 0.39228; equivariance_jacobian - 0.63237; disc_gan - 0.44288
00000345) perceptual - 117.51450; gen_gan - 0.29965; feature_matching - 5.83259; equivariance_value - 0.38991; equivariance_jacobian - 0.67578; disc_gan - 0.44282
00000346) perceptual - 117.76950; gen_gan - 0.29756; feature_matching - 5.88484; equivariance_value - 0.41973; equivariance_jacobian - 0.69805; disc_gan - 0.44564
00000347) perceptual - 121.13992; gen_gan - 0.30032; feature_matching - 6.04072; equivariance_value - 0.40822; equivariance_jacobian - 0.68869; disc_gan - 0.44459
