00000099) perceptual - 188.28348; gen_gan - 0.94030; feature_matching - 5.67578; equivariance_value - 0.97120; equivariance_jacobian - 0.95237; disc_gan - 1.15505
00000273) perceptual - 108.71956; gen_gan - 0.52552; feature_matching - 2.90488; equivariance_value - 0.42972; equivariance_jacobian - 0.76116; disc_gan - 0.61174
00000274) perceptual - 112.75774; gen_gan - 0.52379; feature_matching - 2.80760; equivariance_value - 0.48862; equivariance_jacobian - 0.73111; disc_gan - 0.61135
00000275) perceptual - 113.89719; gen_gan - 0.51310; feature_matching - 2.99489; equivariance_value - 0.45504; equivariance_jacobian - 0.73388; disc_gan - 0.59981
00000276) perceptual - 111.53905; gen_gan - 0.51702; feature_matching - 3.10125; equivariance_value - 0.60337; equivariance_jacobian - 0.79801; disc_gan - 0.59719
00000277) perceptual - 114.43830; gen_gan - 0.52362; feature_matching - 3.04797; equivariance_value - 0.53146; equivariance_jacobian - 0.74459; disc_gan - 0.61484
00000278) perceptual - 121.07583; gen_gan - 0.51374; feature_matching - 2.95820; equivariance_value - 0.39864; equivariance_jacobian - 0.61048; disc_gan - 0.58888
00000279) perceptual - 115.36823; gen_gan - 0.52875; feature_matching - 2.96250; equivariance_value - 0.48436; equivariance_jacobian - 0.81695; disc_gan - 0.61464
00000280) perceptual - 122.52433; gen_gan - 0.53322; feature_matching - 3.01162; equivariance_value - 0.49801; equivariance_jacobian - 0.75836; disc_gan - 0.60845
00000281) perceptual - 123.42677; gen_gan - 0.54030; feature_matching - 3.05864; equivariance_value - 0.58128; equivariance_jacobian - 0.80145; disc_gan - 0.61251
00000282) perceptual - 111.02845; gen_gan - 0.51334; feature_matching - 2.84067; equivariance_value - 0.49148; equivariance_jacobian - 0.70176; disc_gan - 0.59640
00000283) perceptual - 123.76105; gen_gan - 0.52624; feature_matching - 2.84568; equivariance_value - 0.46953; equivariance_jacobian - 0.71649; disc_gan - 0.60261
00000284) perceptual - 107.57108; gen_gan - 0.51240; feature_matching - 2.86367; equivariance_value - 0.47816; equivariance_jacobian - 0.77232; disc_gan - 0.60384
00000285) perceptual - 116.84454; gen_gan - 0.52062; feature_matching - 2.66848; equivariance_value - 0.67790; equivariance_jacobian - 0.88431; disc_gan - 0.59875
00000286) perceptual - 107.95778; gen_gan - 0.50610; feature_matching - 2.78970; equivariance_value - 0.45297; equivariance_jacobian - 0.72337; disc_gan - 0.59144
00000287) perceptual - 125.42891; gen_gan - 0.51985; feature_matching - 3.00150; equivariance_value - 0.44995; equivariance_jacobian - 0.67852; disc_gan - 0.59309
00000288) perceptual - 114.37756; gen_gan - 0.51533; feature_matching - 3.09666; equivariance_value - 0.50381; equivariance_jacobian - 0.77761; disc_gan - 0.60864
00000289) perceptual - 117.30117; gen_gan - 0.52633; feature_matching - 2.98800; equivariance_value - 0.51192; equivariance_jacobian - 0.84274; disc_gan - 0.60961
00000290) perceptual - 107.45670; gen_gan - 0.50910; feature_matching - 3.03585; equivariance_value - 0.48007; equivariance_jacobian - 0.72141; disc_gan - 0.60582
00000291) perceptual - 114.16866; gen_gan - 0.51838; feature_matching - 2.96643; equivariance_value - 0.55654; equivariance_jacobian - 0.76247; disc_gan - 0.60757
00000292) perceptual - 107.21619; gen_gan - 0.50694; feature_matching - 2.80060; equivariance_value - 0.48588; equivariance_jacobian - 0.72247; disc_gan - 0.60049
00000293) perceptual - 112.97437; gen_gan - 0.50834; feature_matching - 2.86977; equivariance_value - 0.53575; equivariance_jacobian - 0.66408; disc_gan - 0.59480
00000294) perceptual - 113.46651; gen_gan - 0.51656; feature_matching - 3.00732; equivariance_value - 0.58120; equivariance_jacobian - 0.75557; disc_gan - 0.60687
00000295) perceptual - 119.37945; gen_gan - 0.51257; feature_matching - 2.70441; equivariance_value - 0.60574; equivariance_jacobian - 0.96597; disc_gan - 0.58785
00000296) perceptual - 117.25622; gen_gan - 0.51346; feature_matching - 2.82450; equivariance_value - 0.40438; equivariance_jacobian - 0.66841; disc_gan - 0.59478
00000297) perceptual - 105.36674; gen_gan - 0.50156; feature_matching - 2.96657; equivariance_value - 0.47717; equivariance_jacobian - 0.69647; disc_gan - 0.59560
00000298) perceptual - 113.06912; gen_gan - 0.49966; feature_matching - 2.92187; equivariance_value - 0.53615; equivariance_jacobian - 0.75267; disc_gan - 0.58524
00000299) perceptual - 111.07309; gen_gan - 0.50330; feature_matching - 2.89016; equivariance_value - 0.53662; equivariance_jacobian - 0.80006; disc_gan - 0.58994
00000300) perceptual - 120.68399; gen_gan - 0.49532; feature_matching - 2.80277; equivariance_value - 0.53397; equivariance_jacobian - 0.73687; disc_gan - 0.57651
00000301) perceptual - 111.96966; gen_gan - 0.50607; feature_matching - 3.10763; equivariance_value - 0.50578; equivariance_jacobian - 0.69196; disc_gan - 0.60633
00000302) perceptual - 121.56267; gen_gan - 0.51435; feature_matching - 2.89439; equivariance_value - 0.48842; equivariance_jacobian - 0.81511; disc_gan - 0.59301
00000303) perceptual - 107.44443; gen_gan - 0.50015; feature_matching - 2.80207; equivariance_value - 0.47614; equivariance_jacobian - 0.74479; disc_gan - 0.59281
00000304) perceptual - 107.11549; gen_gan - 0.50427; feature_matching - 3.29660; equivariance_value - 0.53831; equivariance_jacobian - 0.73039; disc_gan - 0.60509
00000305) perceptual - 113.06262; gen_gan - 0.49476; feature_matching - 2.71999; equivariance_value - 0.53594; equivariance_jacobian - 0.74170; disc_gan - 0.57936
00000306) perceptual - 119.98183; gen_gan - 0.50288; feature_matching - 2.77633; equivariance_value - 0.45518; equivariance_jacobian - 0.72479; disc_gan - 0.57927
00000307) perceptual - 118.37756; gen_gan - 0.50468; feature_matching - 2.90019; equivariance_value - 0.48805; equivariance_jacobian - 0.76430; disc_gan - 0.58852
00000308) perceptual - 109.75536; gen_gan - 0.49432; feature_matching - 2.81420; equivariance_value - 0.48249; equivariance_jacobian - 0.76442; disc_gan - 0.59065
00000309) perceptual - 108.94199; gen_gan - 0.49112; feature_matching - 2.75355; equivariance_value - 0.53928; equivariance_jacobian - 0.76547; disc_gan - 0.57621
00000310) perceptual - 113.74619; gen_gan - 0.50237; feature_matching - 2.87303; equivariance_value - 0.67007; equivariance_jacobian - 0.80971; disc_gan - 0.59336
00000311) perceptual - 108.73356; gen_gan - 0.48563; feature_matching - 2.77617; equivariance_value - 0.45872; equivariance_jacobian - 0.75842; disc_gan - 0.57120
00000312) perceptual - 109.72463; gen_gan - 0.49096; feature_matching - 2.75199; equivariance_value - 0.41371; equivariance_jacobian - 0.73965; disc_gan - 0.58540
00000313) perceptual - 114.59032; gen_gan - 0.49270; feature_matching - 2.70884; equivariance_value - 0.50398; equivariance_jacobian - 0.75531; disc_gan - 0.57502
00000314) perceptual - 107.15370; gen_gan - 0.50311; feature_matching - 3.19225; equivariance_value - 0.47421; equivariance_jacobian - 0.71500; disc_gan - 0.59239
00000315) perceptual - 109.70538; gen_gan - 0.48855; feature_matching - 2.72344; equivariance_value - 0.44177; equivariance_jacobian - 0.66582; disc_gan - 0.58526
00000316) perceptual - 112.83751; gen_gan - 0.49242; feature_matching - 2.73076; equivariance_value - 0.48227; equivariance_jacobian - 0.73489; disc_gan - 0.58306
00000317) perceptual - 112.03713; gen_gan - 0.49506; feature_matching - 2.75779; equivariance_value - 0.49252; equivariance_jacobian - 0.78069; disc_gan - 0.58540
00000318) perceptual - 109.09770; gen_gan - 0.49595; feature_matching - 3.32156; equivariance_value - 0.53387; equivariance_jacobian - 0.79219; disc_gan - 0.59567
00000319) perceptual - 112.40598; gen_gan - 0.49409; feature_matching - 2.87089; equivariance_value - 0.42552; equivariance_jacobian - 0.67272; disc_gan - 0.58634
00000320) perceptual - 109.23771; gen_gan - 0.48990; feature_matching - 2.87413; equivariance_value - 0.44204; equivariance_jacobian - 0.62930; disc_gan - 0.59561
00000321) perceptual - 110.58859; gen_gan - 0.48945; feature_matching - 2.83796; equivariance_value - 0.57337; equivariance_jacobian - 0.80873; disc_gan - 0.59008
00000322) perceptual - 107.07948; gen_gan - 0.48414; feature_matching - 2.83144; equivariance_value - 0.47626; equivariance_jacobian - 0.75351; disc_gan - 0.58910
00000323) perceptual - 111.59651; gen_gan - 0.49112; feature_matching - 3.00126; equivariance_value - 0.52022; equivariance_jacobian - 0.73132; disc_gan - 0.59310
00000324) perceptual - 107.51518; gen_gan - 0.48396; feature_matching - 2.80101; equivariance_value - 0.49249; equivariance_jacobian - 0.79249; disc_gan - 0.58392
00000325) perceptual - 106.44707; gen_gan - 0.47865; feature_matching - 2.64179; equivariance_value - 0.55028; equivariance_jacobian - 0.78987; disc_gan - 0.57406
00000326) perceptual - 109.63982; gen_gan - 0.48025; feature_matching - 2.76208; equivariance_value - 0.43331; equivariance_jacobian - 0.67145; disc_gan - 0.58134
00000327) perceptual - 105.59704; gen_gan - 0.48978; feature_matching - 3.15294; equivariance_value - 0.55858; equivariance_jacobian - 0.68091; disc_gan - 0.58988
00000328) perceptual - 114.00311; gen_gan - 0.48495; feature_matching - 2.74913; equivariance_value - 0.48264; equivariance_jacobian - 0.77048; disc_gan - 0.57953
00000329) perceptual - 116.83895; gen_gan - 0.49485; feature_matching - 2.78437; equivariance_value - 0.59301; equivariance_jacobian - 0.77376; disc_gan - 0.58397
00000330) perceptual - 106.81866; gen_gan - 0.47534; feature_matching - 2.66093; equivariance_value - 0.62548; equivariance_jacobian - 0.77532; disc_gan - 0.56949
00000331) perceptual - 108.19068; gen_gan - 0.47218; feature_matching - 2.76034; equivariance_value - 0.54874; equivariance_jacobian - 0.65133; disc_gan - 0.57360
00000332) perceptual - 104.10352; gen_gan - 0.47506; feature_matching - 2.87029; equivariance_value - 0.60822; equivariance_jacobian - 0.87342; disc_gan - 0.57779
00000333) perceptual - 114.37595; gen_gan - 0.47996; feature_matching - 2.70449; equivariance_value - 0.51605; equivariance_jacobian - 0.77576; disc_gan - 0.57153
00000334) perceptual - 116.87697; gen_gan - 0.48483; feature_matching - 2.83832; equivariance_value - 0.56573; equivariance_jacobian - 0.74909; disc_gan - 0.57688
00000335) perceptual - 108.75921; gen_gan - 0.47964; feature_matching - 2.75431; equivariance_value - 0.54787; equivariance_jacobian - 0.93155; disc_gan - 0.57887
00000336) perceptual - 106.30927; gen_gan - 0.47653; feature_matching - 3.00402; equivariance_value - 0.50985; equivariance_jacobian - 0.71952; disc_gan - 0.58745
00000337) perceptual - 109.50301; gen_gan - 0.47271; feature_matching - 2.70405; equivariance_value - 0.40536; equivariance_jacobian - 0.64950; disc_gan - 0.57038
00000338) perceptual - 119.58608; gen_gan - 0.48370; feature_matching - 2.67952; equivariance_value - 0.62207; equivariance_jacobian - 0.72953; disc_gan - 0.56780
00000339) perceptual - 110.79931; gen_gan - 0.47189; feature_matching - 2.79973; equivariance_value - 0.42982; equivariance_jacobian - 0.68563; disc_gan - 0.57547
00000340) perceptual - 108.03778; gen_gan - 0.47146; feature_matching - 2.71909; equivariance_value - 0.52990; equivariance_jacobian - 0.73580; disc_gan - 0.57005
00000341) perceptual - 106.49699; gen_gan - 0.47341; feature_matching - 2.76892; equivariance_value - 0.43879; equivariance_jacobian - 0.71440; disc_gan - 0.57812
00000342) perceptual - 109.01325; gen_gan - 0.46960; feature_matching - 2.66897; equivariance_value - 0.51419; equivariance_jacobian - 0.67416; disc_gan - 0.57164
00000343) perceptual - 107.32467; gen_gan - 0.47090; feature_matching - 2.64942; equivariance_value - 0.41015; equivariance_jacobian - 0.65191; disc_gan - 0.57071
00000344) perceptual - 112.18412; gen_gan - 0.47509; feature_matching - 2.79989; equivariance_value - 0.40940; equivariance_jacobian - 0.70718; disc_gan - 0.57716
00000345) perceptual - 111.47747; gen_gan - 0.46949; feature_matching - 2.64311; equivariance_value - 0.53213; equivariance_jacobian - 0.82215; disc_gan - 0.56335
00000346) perceptual - 114.10779; gen_gan - 0.47108; feature_matching - 2.69641; equivariance_value - 0.45729; equivariance_jacobian - 0.63276; disc_gan - 0.57338
00000347) perceptual - 107.14439; gen_gan - 0.46963; feature_matching - 2.80683; equivariance_value - 0.47329; equivariance_jacobian - 0.81062; disc_gan - 0.57291
00000348) perceptual - 112.71145; gen_gan - 0.46515; feature_matching - 2.65142; equivariance_value - 0.51314; equivariance_jacobian - 0.69785; disc_gan - 0.56077
00000349) perceptual - 109.08566; gen_gan - 0.46229; feature_matching - 2.70018; equivariance_value - 0.44160; equivariance_jacobian - 0.68028; disc_gan - 0.56493
00000350) perceptual - 108.06087; gen_gan - 0.46447; feature_matching - 2.69721; equivariance_value - 0.56274; equivariance_jacobian - 0.82620; disc_gan - 0.57047
00000351) perceptual - 109.34007; gen_gan - 0.46980; feature_matching - 2.74218; equivariance_value - 0.56594; equivariance_jacobian - 0.82004; disc_gan - 0.56935
00000352) perceptual - 110.81784; gen_gan - 0.46863; feature_matching - 2.81122; equivariance_value - 0.54472; equivariance_jacobian - 0.80657; disc_gan - 0.57128
00000353) perceptual - 107.38234; gen_gan - 0.47183; feature_matching - 2.79877; equivariance_value - 0.51231; equivariance_jacobian - 0.79249; disc_gan - 0.57785
00000354) perceptual - 107.63596; gen_gan - 0.45825; feature_matching - 2.67507; equivariance_value - 0.46617; equivariance_jacobian - 0.73256; disc_gan - 0.56178
00000355) perceptual - 114.44056; gen_gan - 0.46753; feature_matching - 2.75328; equivariance_value - 0.45690; equivariance_jacobian - 0.75332; disc_gan - 0.56440
00000356) perceptual - 110.45397; gen_gan - 0.45541; feature_matching - 2.70767; equivariance_value - 0.53745; equivariance_jacobian - 0.87677; disc_gan - 0.56215
00000357) perceptual - 113.83031; gen_gan - 0.45912; feature_matching - 2.69577; equivariance_value - 0.51461; equivariance_jacobian - 0.75517; disc_gan - 0.55946
00000358) perceptual - 113.70555; gen_gan - 0.45773; feature_matching - 2.77110; equivariance_value - 0.46440; equivariance_jacobian - 0.79793; disc_gan - 0.56502
00000359) perceptual - 116.78164; gen_gan - 0.47082; feature_matching - 2.79963; equivariance_value - 0.57267; equivariance_jacobian - 0.88228; disc_gan - 0.56608
00000360) perceptual - 110.08826; gen_gan - 0.46250; feature_matching - 2.75250; equivariance_value - 0.53218; equivariance_jacobian - 0.76276; disc_gan - 0.57138
00000361) perceptual - 108.78262; gen_gan - 0.46530; feature_matching - 2.90613; equivariance_value - 0.56526; equivariance_jacobian - 0.76206; disc_gan - 0.57574
00000362) perceptual - 117.41130; gen_gan - 0.47049; feature_matching - 2.78331; equivariance_value - 0.39709; equivariance_jacobian - 0.58328; disc_gan - 0.56819
00000363) perceptual - 109.81098; gen_gan - 0.44798; feature_matching - 2.60365; equivariance_value - 0.41343; equivariance_jacobian - 0.63725; disc_gan - 0.55010
00000364) perceptual - 108.32130; gen_gan - 0.45004; feature_matching - 2.73487; equivariance_value - 0.44191; equivariance_jacobian - 0.73600; disc_gan - 0.56186
00000365) perceptual - 119.29053; gen_gan - 0.46148; feature_matching - 2.66303; equivariance_value - 0.44110; equivariance_jacobian - 0.73074; disc_gan - 0.55226
00000366) perceptual - 108.42068; gen_gan - 0.45178; feature_matching - 2.68210; equivariance_value - 0.49473; equivariance_jacobian - 0.75422; disc_gan - 0.56621
00000367) perceptual - 106.80088; gen_gan - 0.45304; feature_matching - 2.90160; equivariance_value - 0.47681; equivariance_jacobian - 0.75345; disc_gan - 0.56413
00000368) perceptual - 105.93021; gen_gan - 0.45541; feature_matching - 2.78239; equivariance_value - 0.52710; equivariance_jacobian - 0.79563; disc_gan - 0.56999
00000369) perceptual - 114.48633; gen_gan - 0.46481; feature_matching - 2.81203; equivariance_value - 0.52718; equivariance_jacobian - 0.81834; disc_gan - 0.56096
00000370) perceptual - 105.43248; gen_gan - 0.45259; feature_matching - 2.87883; equivariance_value - 0.50008; equivariance_jacobian - 0.76338; disc_gan - 0.56847
00000371) perceptual - 112.17926; gen_gan - 0.46258; feature_matching - 2.80515; equivariance_value - 0.49122; equivariance_jacobian - 0.74244; disc_gan - 0.56833
00000372) perceptual - 103.48917; gen_gan - 0.45299; feature_matching - 2.61912; equivariance_value - 0.67030; equivariance_jacobian - 0.86047; disc_gan - 0.56111
00000373) perceptual - 104.76592; gen_gan - 0.44451; feature_matching - 2.82680; equivariance_value - 0.50718; equivariance_jacobian - 0.67415; disc_gan - 0.55827
00000374) perceptual - 117.58291; gen_gan - 0.46099; feature_matching - 2.78629; equivariance_value - 0.54643; equivariance_jacobian - 0.76436; disc_gan - 0.56336
00000375) perceptual - 102.27225; gen_gan - 0.44370; feature_matching - 2.75232; equivariance_value - 0.57026; equivariance_jacobian - 0.81162; disc_gan - 0.56336
00000376) perceptual - 105.53595; gen_gan - 0.45055; feature_matching - 2.82992; equivariance_value - 0.42873; equivariance_jacobian - 0.64074; disc_gan - 0.56406
00000377) perceptual - 111.64503; gen_gan - 0.45987; feature_matching - 2.73146; equivariance_value - 0.50361; equivariance_jacobian - 0.82760; disc_gan - 0.56644
00000378) perceptual - 109.49719; gen_gan - 0.45894; feature_matching - 2.91987; equivariance_value - 0.46256; equivariance_jacobian - 0.76785; disc_gan - 0.57481
00000379) perceptual - 112.27470; gen_gan - 0.44349; feature_matching - 2.70667; equivariance_value - 0.50129; equivariance_jacobian - 0.77727; disc_gan - 0.55226
00000380) perceptual - 104.79565; gen_gan - 0.44063; feature_matching - 2.74482; equivariance_value - 0.43547; equivariance_jacobian - 0.69072; disc_gan - 0.55985
00000381) perceptual - 116.52989; gen_gan - 0.45650; feature_matching - 2.76840; equivariance_value - 0.60042; equivariance_jacobian - 0.89899; disc_gan - 0.56212
00000382) perceptual - 113.34669; gen_gan - 0.45072; feature_matching - 2.72506; equivariance_value - 0.45005; equivariance_jacobian - 0.77786; disc_gan - 0.55394
00000383) perceptual - 115.96582; gen_gan - 0.45453; feature_matching - 2.66372; equivariance_value - 0.46614; equivariance_jacobian - 0.75556; disc_gan - 0.55135
00000384) perceptual - 115.05315; gen_gan - 0.44608; feature_matching - 2.62255; equivariance_value - 0.49799; equivariance_jacobian - 0.76701; disc_gan - 0.54478
00000385) perceptual - 103.69707; gen_gan - 0.43766; feature_matching - 2.82467; equivariance_value - 0.41303; equivariance_jacobian - 0.64595; disc_gan - 0.55236
00000386) perceptual - 107.61034; gen_gan - 0.43707; feature_matching - 2.67122; equivariance_value - 0.47160; equivariance_jacobian - 0.71667; disc_gan - 0.55502
00000387) perceptual - 107.28250; gen_gan - 0.44243; feature_matching - 2.57860; equivariance_value - 0.49349; equivariance_jacobian - 0.69740; disc_gan - 0.55137
00000388) perceptual - 108.01614; gen_gan - 0.43852; feature_matching - 2.70335; equivariance_value - 0.54027; equivariance_jacobian - 0.84570; disc_gan - 0.55437
00000389) perceptual - 107.32214; gen_gan - 0.43377; feature_matching - 2.68693; equivariance_value - 0.48151; equivariance_jacobian - 0.77168; disc_gan - 0.55008
00000390) perceptual - 105.67637; gen_gan - 0.43335; feature_matching - 2.60073; equivariance_value - 0.58456; equivariance_jacobian - 0.84723; disc_gan - 0.54292
00000391) perceptual - 105.77805; gen_gan - 0.44097; feature_matching - 2.52569; equivariance_value - 0.47760; equivariance_jacobian - 0.80153; disc_gan - 0.55221
00000392) perceptual - 105.27840; gen_gan - 0.43234; feature_matching - 2.78414; equivariance_value - 0.49697; equivariance_jacobian - 0.81119; disc_gan - 0.55461
00000393) perceptual - 105.57008; gen_gan - 0.43193; feature_matching - 2.66131; equivariance_value - 0.36514; equivariance_jacobian - 0.64001; disc_gan - 0.54768
00000394) perceptual - 106.47253; gen_gan - 0.44071; feature_matching - 2.60121; equivariance_value - 0.54429; equivariance_jacobian - 0.80138; disc_gan - 0.55326
00000395) perceptual - 111.42377; gen_gan - 0.43625; feature_matching - 2.53201; equivariance_value - 0.50048; equivariance_jacobian - 0.78428; disc_gan - 0.55009
00000396) perceptual - 112.97584; gen_gan - 0.43278; feature_matching - 2.68197; equivariance_value - 0.49803; equivariance_jacobian - 0.71060; disc_gan - 0.54830
00000397) perceptual - 110.69426; gen_gan - 0.44303; feature_matching - 2.60149; equivariance_value - 0.47693; equivariance_jacobian - 0.79415; disc_gan - 0.54603
00000398) perceptual - 102.53033; gen_gan - 0.42790; feature_matching - 2.62893; equivariance_value - 0.52266; equivariance_jacobian - 0.76765; disc_gan - 0.54491
00000399) perceptual - 109.31718; gen_gan - 0.42493; feature_matching - 2.61252; equivariance_value - 0.49663; equivariance_jacobian - 0.71659; disc_gan - 0.54055
00000400) perceptual - 102.09283; gen_gan - 0.43251; feature_matching - 2.76778; equivariance_value - 0.46529; equivariance_jacobian - 0.78200; disc_gan - 0.56131
00000401) perceptual - 102.62747; gen_gan - 0.43266; feature_matching - 2.66131; equivariance_value - 0.49333; equivariance_jacobian - 0.72965; disc_gan - 0.55354
00000402) perceptual - 110.35105; gen_gan - 0.42557; feature_matching - 2.63905; equivariance_value - 0.47949; equivariance_jacobian - 0.72675; disc_gan - 0.54188
00000403) perceptual - 101.77493; gen_gan - 0.43050; feature_matching - 2.73799; equivariance_value - 0.56548; equivariance_jacobian - 0.75015; disc_gan - 0.55112
00000404) perceptual - 104.26183; gen_gan - 0.42632; feature_matching - 2.57013; equivariance_value - 0.47199; equivariance_jacobian - 0.69061; disc_gan - 0.54129
00000405) perceptual - 110.47286; gen_gan - 0.43595; feature_matching - 2.63296; equivariance_value - 0.49932; equivariance_jacobian - 0.66039; disc_gan - 0.54752
00000406) perceptual - 107.17066; gen_gan - 0.42158; feature_matching - 2.65402; equivariance_value - 0.49767; equivariance_jacobian - 0.65240; disc_gan - 0.53586
00000407) perceptual - 110.36131; gen_gan - 0.43237; feature_matching - 2.67870; equivariance_value - 0.54003; equivariance_jacobian - 0.81139; disc_gan - 0.53602
00000408) perceptual - 112.64132; gen_gan - 0.43526; feature_matching - 2.68542; equivariance_value - 0.54793; equivariance_jacobian - 0.87363; disc_gan - 0.54202
00000409) perceptual - 108.81151; gen_gan - 0.41907; feature_matching - 2.52262; equivariance_value - 0.45961; equivariance_jacobian - 0.65567; disc_gan - 0.53914
00000410) perceptual - 106.14368; gen_gan - 0.43003; feature_matching - 2.62257; equivariance_value - 0.56898; equivariance_jacobian - 0.85300; disc_gan - 0.54285
00000411) perceptual - 109.77782; gen_gan - 0.42570; feature_matching - 2.60895; equivariance_value - 0.53346; equivariance_jacobian - 0.79956; disc_gan - 0.54012
00000412) perceptual - 103.09749; gen_gan - 0.42890; feature_matching - 2.66577; equivariance_value - 0.45234; equivariance_jacobian - 0.73335; disc_gan - 0.55658
00000413) perceptual - 103.54942; gen_gan - 0.42786; feature_matching - 2.67663; equivariance_value - 0.58348; equivariance_jacobian - 0.79613; disc_gan - 0.54497
00000414) perceptual - 110.68948; gen_gan - 0.44002; feature_matching - 2.79817; equivariance_value - 0.49241; equivariance_jacobian - 0.67460; disc_gan - 0.55134
00000415) perceptual - 106.08887; gen_gan - 0.43196; feature_matching - 2.62051; equivariance_value - 0.46206; equivariance_jacobian - 0.73259; disc_gan - 0.54599
00000416) perceptual - 103.46764; gen_gan - 0.42893; feature_matching - 2.69739; equivariance_value - 0.38996; equivariance_jacobian - 0.64967; disc_gan - 0.55670
00000417) perceptual - 101.67963; gen_gan - 0.42731; feature_matching - 2.65345; equivariance_value - 0.51118; equivariance_jacobian - 0.69673; disc_gan - 0.54665
00000418) perceptual - 104.97396; gen_gan - 0.42433; feature_matching - 2.59955; equivariance_value - 0.47456; equivariance_jacobian - 0.74765; disc_gan - 0.53879
00000419) perceptual - 105.67941; gen_gan - 0.42175; feature_matching - 2.60104; equivariance_value - 0.41030; equivariance_jacobian - 0.67111; disc_gan - 0.53746
00000420) perceptual - 99.70040; gen_gan - 0.41757; feature_matching - 2.78008; equivariance_value - 0.51964; equivariance_jacobian - 0.71809; disc_gan - 0.54209
00000421) perceptual - 107.95201; gen_gan - 0.41863; feature_matching - 2.78061; equivariance_value - 0.51067; equivariance_jacobian - 0.71340; disc_gan - 0.54441
00000422) perceptual - 104.92435; gen_gan - 0.42405; feature_matching - 2.58971; equivariance_value - 0.49683; equivariance_jacobian - 0.78657; disc_gan - 0.54089
00000423) perceptual - 104.86908; gen_gan - 0.42465; feature_matching - 2.77929; equivariance_value - 0.47424; equivariance_jacobian - 0.68316; disc_gan - 0.54891
00000424) perceptual - 108.86008; gen_gan - 0.41970; feature_matching - 2.51147; equivariance_value - 0.42327; equivariance_jacobian - 0.68967; disc_gan - 0.53715
00000425) perceptual - 107.26657; gen_gan - 0.42314; feature_matching - 2.63249; equivariance_value - 0.50599; equivariance_jacobian - 0.76595; disc_gan - 0.53737
00000426) perceptual - 103.37407; gen_gan - 0.42214; feature_matching - 2.58272; equivariance_value - 0.43428; equivariance_jacobian - 0.65179; disc_gan - 0.54168
00000427) perceptual - 108.15422; gen_gan - 0.42220; feature_matching - 2.67635; equivariance_value - 0.60749; equivariance_jacobian - 0.78363; disc_gan - 0.54253
00000428) perceptual - 108.86594; gen_gan - 0.41903; feature_matching - 2.54052; equivariance_value - 0.68294; equivariance_jacobian - 0.93763; disc_gan - 0.53175
00000429) perceptual - 103.41974; gen_gan - 0.41794; feature_matching - 2.54885; equivariance_value - 0.49594; equivariance_jacobian - 0.74985; disc_gan - 0.53623
00000430) perceptual - 103.90887; gen_gan - 0.42061; feature_matching - 2.60394; equivariance_value - 0.50631; equivariance_jacobian - 0.69045; disc_gan - 0.54446
00000431) perceptual - 106.82386; gen_gan - 0.42190; feature_matching - 2.56421; equivariance_value - 0.45152; equivariance_jacobian - 0.69074; disc_gan - 0.54423
00000432) perceptual - 103.70523; gen_gan - 0.42086; feature_matching - 2.71211; equivariance_value - 0.48462; equivariance_jacobian - 0.67349; disc_gan - 0.54556
00000433) perceptual - 105.47733; gen_gan - 0.41328; feature_matching - 2.61297; equivariance_value - 0.43555; equivariance_jacobian - 0.71912; disc_gan - 0.53894
00000434) perceptual - 114.40195; gen_gan - 0.42718; feature_matching - 2.74730; equivariance_value - 0.54150; equivariance_jacobian - 0.72914; disc_gan - 0.53877
00000435) perceptual - 111.67395; gen_gan - 0.42390; feature_matching - 2.53278; equivariance_value - 0.37494; equivariance_jacobian - 0.70486; disc_gan - 0.54098
00000436) perceptual - 115.42564; gen_gan - 0.40923; feature_matching - 2.57967; equivariance_value - 0.50673; equivariance_jacobian - 0.79535; disc_gan - 0.52589
00000437) perceptual - 102.69078; gen_gan - 0.42076; feature_matching - 2.61954; equivariance_value - 0.52093; equivariance_jacobian - 0.76685; disc_gan - 0.54716
00000438) perceptual - 101.50392; gen_gan - 0.40724; feature_matching - 2.64496; equivariance_value - 0.51922; equivariance_jacobian - 0.83929; disc_gan - 0.53478
00000439) perceptual - 106.50633; gen_gan - 0.42160; feature_matching - 2.65472; equivariance_value - 0.55800; equivariance_jacobian - 0.78104; disc_gan - 0.54481
00000440) perceptual - 106.99703; gen_gan - 0.41436; feature_matching - 2.47991; equivariance_value - 0.38188; equivariance_jacobian - 0.68516; disc_gan - 0.53147
00000441) perceptual - 105.84396; gen_gan - 0.40787; feature_matching - 2.48488; equivariance_value - 0.50102; equivariance_jacobian - 0.71504; disc_gan - 0.52707
00000442) perceptual - 107.90282; gen_gan - 0.42241; feature_matching - 2.67989; equivariance_value - 0.39080; equivariance_jacobian - 0.67795; disc_gan - 0.54292
00000443) perceptual - 104.59589; gen_gan - 0.42132; feature_matching - 2.67297; equivariance_value - 0.47290; equivariance_jacobian - 0.75776; disc_gan - 0.54681
00000444) perceptual - 109.10831; gen_gan - 0.41181; feature_matching - 2.60704; equivariance_value - 0.55102; equivariance_jacobian - 0.80191; disc_gan - 0.52755
00000445) perceptual - 104.04528; gen_gan - 0.41290; feature_matching - 2.62740; equivariance_value - 0.52378; equivariance_jacobian - 0.78354; disc_gan - 0.54081
00000446) perceptual - 102.49442; gen_gan - 0.41367; feature_matching - 2.65703; equivariance_value - 0.43463; equivariance_jacobian - 0.72820; disc_gan - 0.54432
