00000000) perceptual - 214.81953; gen_gan - 3.68662; feature_matching - 13.60868; equivariance_value - 1.06090; equivariance_jacobian - 0.78930; disc_gan - 6.57854
00000174) perceptual - 113.28305; gen_gan - 0.28325; feature_matching - 5.53346; equivariance_value - 0.59315; equivariance_jacobian - 0.71391; disc_gan - 0.46298
00000175) perceptual - 113.05344; gen_gan - 0.28189; feature_matching - 5.43777; equivariance_value - 0.62274; equivariance_jacobian - 0.70968; disc_gan - 0.46404
00000176) perceptual - 111.75116; gen_gan - 0.28068; feature_matching - 5.41003; equivariance_value - 0.59036; equivariance_jacobian - 0.70899; disc_gan - 0.46257
00000177) perceptual - 111.02284; gen_gan - 0.27986; feature_matching - 5.37638; equivariance_value - 0.61616; equivariance_jacobian - 0.73288; disc_gan - 0.46604
00000178) perceptual - 112.01865; gen_gan - 0.27990; feature_matching - 5.52985; equivariance_value - 0.61035; equivariance_jacobian - 0.74432; disc_gan - 0.46408
00000179) perceptual - 112.51851; gen_gan - 0.27989; feature_matching - 5.50355; equivariance_value - 0.58878; equivariance_jacobian - 0.73475; disc_gan - 0.46631
00000180) perceptual - 112.08276; gen_gan - 0.28118; feature_matching - 5.37207; equivariance_value - 0.55124; equivariance_jacobian - 0.69661; disc_gan - 0.46459
00000181) perceptual - 109.34476; gen_gan - 0.28146; feature_matching - 5.22739; equivariance_value - 0.57523; equivariance_jacobian - 0.72211; disc_gan - 0.46432
00000182) perceptual - 109.67881; gen_gan - 0.28134; feature_matching - 5.15692; equivariance_value - 0.63679; equivariance_jacobian - 0.72143; disc_gan - 0.46380
00000183) perceptual - 110.99438; gen_gan - 0.28090; feature_matching - 5.36267; equivariance_value - 0.62312; equivariance_jacobian - 0.74610; disc_gan - 0.46443
00000184) perceptual - 110.76595; gen_gan - 0.28296; feature_matching - 5.38692; equivariance_value - 0.58574; equivariance_jacobian - 0.70502; disc_gan - 0.46118
00000185) perceptual - 113.22022; gen_gan - 0.28115; feature_matching - 5.46694; equivariance_value - 0.59130; equivariance_jacobian - 0.69466; disc_gan - 0.46286
00000186) perceptual - 110.76829; gen_gan - 0.28255; feature_matching - 5.32647; equivariance_value - 0.60978; equivariance_jacobian - 0.68915; disc_gan - 0.46367
00000187) perceptual - 110.22931; gen_gan - 0.28282; feature_matching - 5.23296; equivariance_value - 0.56052; equivariance_jacobian - 0.69898; disc_gan - 0.46475
00000188) perceptual - 109.69199; gen_gan - 0.27778; feature_matching - 5.28994; equivariance_value - 0.58443; equivariance_jacobian - 0.69920; disc_gan - 0.46588
00000189) perceptual - 111.73175; gen_gan - 0.28173; feature_matching - 5.31363; equivariance_value - 0.58689; equivariance_jacobian - 0.69482; disc_gan - 0.46282
00000190) perceptual - 111.46788; gen_gan - 0.28236; feature_matching - 5.42575; equivariance_value - 0.61919; equivariance_jacobian - 0.75693; disc_gan - 0.46522
00000191) perceptual - 110.10294; gen_gan - 0.28413; feature_matching - 5.23062; equivariance_value - 0.64226; equivariance_jacobian - 0.71879; disc_gan - 0.46283
00000192) perceptual - 110.45810; gen_gan - 0.27719; feature_matching - 5.35913; equivariance_value - 0.56444; equivariance_jacobian - 0.73009; disc_gan - 0.46518
00000193) perceptual - 111.14302; gen_gan - 0.28042; feature_matching - 5.23871; equivariance_value - 0.59997; equivariance_jacobian - 0.70811; disc_gan - 0.46635
00000194) perceptual - 108.41575; gen_gan - 0.28078; feature_matching - 5.30821; equivariance_value - 0.63861; equivariance_jacobian - 0.72754; disc_gan - 0.46585
00000195) perceptual - 111.87521; gen_gan - 0.28491; feature_matching - 5.41048; equivariance_value - 0.57145; equivariance_jacobian - 0.74077; disc_gan - 0.46314
00000196) perceptual - 110.64291; gen_gan - 0.28240; feature_matching - 5.37734; equivariance_value - 0.57282; equivariance_jacobian - 0.69564; disc_gan - 0.46473
00000197) perceptual - 112.95085; gen_gan - 0.28332; feature_matching - 5.58567; equivariance_value - 0.62584; equivariance_jacobian - 0.75012; disc_gan - 0.46233
00000198) perceptual - 108.51434; gen_gan - 0.28043; feature_matching - 5.19584; equivariance_value - 0.55365; equivariance_jacobian - 0.71964; disc_gan - 0.46363
00000199) perceptual - 109.44750; gen_gan - 0.27988; feature_matching - 5.17827; equivariance_value - 0.54968; equivariance_jacobian - 0.69548; disc_gan - 0.46560
00000200) perceptual - 111.89034; gen_gan - 0.28401; feature_matching - 5.52750; equivariance_value - 0.56524; equivariance_jacobian - 0.73882; disc_gan - 0.46111
00000201) perceptual - 113.16581; gen_gan - 0.28300; feature_matching - 5.60779; equivariance_value - 0.55870; equivariance_jacobian - 0.71840; disc_gan - 0.46193
00000202) perceptual - 106.45426; gen_gan - 0.28090; feature_matching - 4.97481; equivariance_value - 0.62321; equivariance_jacobian - 0.67716; disc_gan - 0.46310
00000203) perceptual - 111.18279; gen_gan - 0.28084; feature_matching - 5.30103; equivariance_value - 0.60936; equivariance_jacobian - 0.73133; disc_gan - 0.46481
00000204) perceptual - 109.41273; gen_gan - 0.28191; feature_matching - 5.36794; equivariance_value - 0.59641; equivariance_jacobian - 0.69601; disc_gan - 0.46409
00000205) perceptual - 108.11307; gen_gan - 0.28045; feature_matching - 5.12590; equivariance_value - 0.60436; equivariance_jacobian - 0.73025; disc_gan - 0.46454
00000206) perceptual - 114.09637; gen_gan - 0.28413; feature_matching - 5.75896; equivariance_value - 0.57727; equivariance_jacobian - 0.71830; disc_gan - 0.46082
00000207) perceptual - 109.30824; gen_gan - 0.28050; feature_matching - 5.23767; equivariance_value - 0.58396; equivariance_jacobian - 0.71513; disc_gan - 0.46598
00000208) perceptual - 110.15361; gen_gan - 0.27929; feature_matching - 5.31510; equivariance_value - 0.63314; equivariance_jacobian - 0.73168; disc_gan - 0.46491
00000209) perceptual - 111.53371; gen_gan - 0.28179; feature_matching - 5.29909; equivariance_value - 0.55774; equivariance_jacobian - 0.70641; disc_gan - 0.46460
00000210) perceptual - 110.69911; gen_gan - 0.28502; feature_matching - 5.37226; equivariance_value - 0.62309; equivariance_jacobian - 0.73477; disc_gan - 0.46145
00000211) perceptual - 110.81690; gen_gan - 0.28368; feature_matching - 5.33972; equivariance_value - 0.61943; equivariance_jacobian - 0.72490; disc_gan - 0.46214
00000212) perceptual - 109.32721; gen_gan - 0.28058; feature_matching - 5.39388; equivariance_value - 0.58358; equivariance_jacobian - 0.67356; disc_gan - 0.46563
00000213) perceptual - 109.99844; gen_gan - 0.27964; feature_matching - 5.24898; equivariance_value - 0.54549; equivariance_jacobian - 0.70551; disc_gan - 0.46286
00000214) perceptual - 111.43134; gen_gan - 0.28418; feature_matching - 5.41982; equivariance_value - 0.62556; equivariance_jacobian - 0.73180; disc_gan - 0.46097
00000215) perceptual - 114.73311; gen_gan - 0.28238; feature_matching - 5.58063; equivariance_value - 0.55810; equivariance_jacobian - 0.70424; disc_gan - 0.46336
00000216) perceptual - 109.17774; gen_gan - 0.28489; feature_matching - 5.24834; equivariance_value - 0.62167; equivariance_jacobian - 0.70044; disc_gan - 0.46101
00000217) perceptual - 111.17915; gen_gan - 0.28562; feature_matching - 5.42911; equivariance_value - 0.56293; equivariance_jacobian - 0.71191; disc_gan - 0.46032
00000218) perceptual - 111.42756; gen_gan - 0.28197; feature_matching - 5.46111; equivariance_value - 0.63635; equivariance_jacobian - 0.75213; disc_gan - 0.46419
00000219) perceptual - 113.88556; gen_gan - 0.28269; feature_matching - 5.57028; equivariance_value - 0.61128; equivariance_jacobian - 0.67116; disc_gan - 0.45997
00000220) perceptual - 110.91213; gen_gan - 0.28223; feature_matching - 5.41100; equivariance_value - 0.61158; equivariance_jacobian - 0.71161; disc_gan - 0.46210
00000221) perceptual - 109.30683; gen_gan - 0.28350; feature_matching - 5.32746; equivariance_value - 0.57700; equivariance_jacobian - 0.74992; disc_gan - 0.45934
00000222) perceptual - 108.03204; gen_gan - 0.28221; feature_matching - 5.12637; equivariance_value - 0.58374; equivariance_jacobian - 0.71561; disc_gan - 0.46310
00000223) perceptual - 113.97836; gen_gan - 0.28331; feature_matching - 5.59400; equivariance_value - 0.59275; equivariance_jacobian - 0.70731; disc_gan - 0.46211
00000224) perceptual - 109.67896; gen_gan - 0.28140; feature_matching - 5.29585; equivariance_value - 0.58726; equivariance_jacobian - 0.73788; disc_gan - 0.46375
00000225) perceptual - 107.66630; gen_gan - 0.27849; feature_matching - 5.05494; equivariance_value - 0.58105; equivariance_jacobian - 0.74350; disc_gan - 0.46604
00000226) perceptual - 108.98583; gen_gan - 0.28341; feature_matching - 5.16732; equivariance_value - 0.54917; equivariance_jacobian - 0.69755; disc_gan - 0.46309
00000227) perceptual - 111.41000; gen_gan - 0.27776; feature_matching - 5.32277; equivariance_value - 0.57259; equivariance_jacobian - 0.70582; disc_gan - 0.46732
00000228) perceptual - 108.42587; gen_gan - 0.28243; feature_matching - 5.24134; equivariance_value - 0.62694; equivariance_jacobian - 0.72144; disc_gan - 0.46370
00000229) perceptual - 110.97345; gen_gan - 0.28242; feature_matching - 5.45943; equivariance_value - 0.49824; equivariance_jacobian - 0.69625; disc_gan - 0.46291
00000230) perceptual - 111.43744; gen_gan - 0.28477; feature_matching - 5.38967; equivariance_value - 0.60973; equivariance_jacobian - 0.72308; disc_gan - 0.46178
00000231) perceptual - 113.05106; gen_gan - 0.28270; feature_matching - 5.31990; equivariance_value - 0.56198; equivariance_jacobian - 0.72062; disc_gan - 0.46109
00000232) perceptual - 108.43265; gen_gan - 0.28107; feature_matching - 5.17536; equivariance_value - 0.60887; equivariance_jacobian - 0.72770; disc_gan - 0.46499
00000233) perceptual - 107.43842; gen_gan - 0.28421; feature_matching - 5.21328; equivariance_value - 0.62523; equivariance_jacobian - 0.71251; disc_gan - 0.46251
00000234) perceptual - 112.85716; gen_gan - 0.28452; feature_matching - 5.76988; equivariance_value - 0.58323; equivariance_jacobian - 0.72492; disc_gan - 0.45932
00000235) perceptual - 107.41737; gen_gan - 0.28081; feature_matching - 5.23124; equivariance_value - 0.54767; equivariance_jacobian - 0.69895; disc_gan - 0.46422
00000236) perceptual - 110.79053; gen_gan - 0.28127; feature_matching - 5.41796; equivariance_value - 0.56885; equivariance_jacobian - 0.69267; disc_gan - 0.46159
00000237) perceptual - 110.17134; gen_gan - 0.28082; feature_matching - 5.32819; equivariance_value - 0.63359; equivariance_jacobian - 0.73631; disc_gan - 0.46419
00000238) perceptual - 109.20472; gen_gan - 0.28041; feature_matching - 5.20532; equivariance_value - 0.61198; equivariance_jacobian - 0.71740; disc_gan - 0.46357
00000239) perceptual - 107.23946; gen_gan - 0.28159; feature_matching - 5.18453; equivariance_value - 0.56705; equivariance_jacobian - 0.72477; disc_gan - 0.46296
00000240) perceptual - 109.08315; gen_gan - 0.28329; feature_matching - 5.24209; equivariance_value - 0.56399; equivariance_jacobian - 0.74809; disc_gan - 0.46401
00000241) perceptual - 115.21606; gen_gan - 0.28803; feature_matching - 5.87105; equivariance_value - 0.57327; equivariance_jacobian - 0.70061; disc_gan - 0.45801
00000242) perceptual - 109.03021; gen_gan - 0.28298; feature_matching - 5.26209; equivariance_value - 0.56165; equivariance_jacobian - 0.69866; disc_gan - 0.46191
00000243) perceptual - 110.97488; gen_gan - 0.28228; feature_matching - 5.52093; equivariance_value - 0.59505; equivariance_jacobian - 0.73796; disc_gan - 0.46201
00000244) perceptual - 109.21455; gen_gan - 0.28531; feature_matching - 5.31789; equivariance_value - 0.57221; equivariance_jacobian - 0.69601; disc_gan - 0.46123
00000245) perceptual - 111.61736; gen_gan - 0.28363; feature_matching - 5.56601; equivariance_value - 0.64563; equivariance_jacobian - 0.72218; disc_gan - 0.46342
00000246) perceptual - 108.64597; gen_gan - 0.28530; feature_matching - 5.25400; equivariance_value - 0.58249; equivariance_jacobian - 0.72088; disc_gan - 0.46108
00000247) perceptual - 111.67707; gen_gan - 0.28203; feature_matching - 5.33726; equivariance_value - 0.58936; equivariance_jacobian - 0.72295; disc_gan - 0.46185
00000248) perceptual - 110.29594; gen_gan - 0.28237; feature_matching - 5.22797; equivariance_value - 0.61720; equivariance_jacobian - 0.69776; disc_gan - 0.46321
00000249) perceptual - 111.33630; gen_gan - 0.28331; feature_matching - 5.34982; equivariance_value - 0.54970; equivariance_jacobian - 0.67769; disc_gan - 0.46191
00000250) perceptual - 107.15550; gen_gan - 0.28186; feature_matching - 5.06224; equivariance_value - 0.56018; equivariance_jacobian - 0.70637; disc_gan - 0.46488
00000251) perceptual - 107.29106; gen_gan - 0.28368; feature_matching - 5.12555; equivariance_value - 0.59900; equivariance_jacobian - 0.69487; disc_gan - 0.46147
00000252) perceptual - 111.61548; gen_gan - 0.28520; feature_matching - 5.63237; equivariance_value - 0.53817; equivariance_jacobian - 0.72679; disc_gan - 0.45946
00000253) perceptual - 109.68178; gen_gan - 0.28060; feature_matching - 5.24692; equivariance_value - 0.64117; equivariance_jacobian - 0.72597; disc_gan - 0.46401
00000254) perceptual - 105.46501; gen_gan - 0.27993; feature_matching - 5.03727; equivariance_value - 0.55763; equivariance_jacobian - 0.73534; disc_gan - 0.46296
00000255) perceptual - 107.87086; gen_gan - 0.27989; feature_matching - 5.19649; equivariance_value - 0.57822; equivariance_jacobian - 0.69973; disc_gan - 0.46104
00000256) perceptual - 107.38358; gen_gan - 0.28259; feature_matching - 5.10212; equivariance_value - 0.57480; equivariance_jacobian - 0.69964; disc_gan - 0.46359
00000257) perceptual - 110.53103; gen_gan - 0.28424; feature_matching - 5.35114; equivariance_value - 0.57444; equivariance_jacobian - 0.68656; disc_gan - 0.46301
00000258) perceptual - 104.51080; gen_gan - 0.28199; feature_matching - 4.93158; equivariance_value - 0.56187; equivariance_jacobian - 0.72278; disc_gan - 0.46292
00000259) perceptual - 110.16926; gen_gan - 0.28377; feature_matching - 5.33539; equivariance_value - 0.56366; equivariance_jacobian - 0.69026; disc_gan - 0.46336
00000260) perceptual - 111.16965; gen_gan - 0.28456; feature_matching - 5.45191; equivariance_value - 0.59497; equivariance_jacobian - 0.71614; disc_gan - 0.46013
00000261) perceptual - 108.69149; gen_gan - 0.28453; feature_matching - 5.17440; equivariance_value - 0.58294; equivariance_jacobian - 0.69676; disc_gan - 0.46220
00000262) perceptual - 105.92163; gen_gan - 0.28253; feature_matching - 4.89967; equivariance_value - 0.56391; equivariance_jacobian - 0.69335; disc_gan - 0.46223
00000263) perceptual - 110.97789; gen_gan - 0.28030; feature_matching - 5.42387; equivariance_value - 0.51175; equivariance_jacobian - 0.73643; disc_gan - 0.46333
00000264) perceptual - 111.51297; gen_gan - 0.28309; feature_matching - 5.40296; equivariance_value - 0.53467; equivariance_jacobian - 0.70926; disc_gan - 0.46206
00000265) perceptual - 110.66739; gen_gan - 0.28312; feature_matching - 5.37518; equivariance_value - 0.55872; equivariance_jacobian - 0.71423; disc_gan - 0.46353
00000266) perceptual - 110.27814; gen_gan - 0.28478; feature_matching - 5.37245; equivariance_value - 0.54578; equivariance_jacobian - 0.71546; disc_gan - 0.46199
00000267) perceptual - 108.33594; gen_gan - 0.28432; feature_matching - 5.21692; equivariance_value - 0.57194; equivariance_jacobian - 0.73269; disc_gan - 0.46262
00000268) perceptual - 110.03219; gen_gan - 0.28323; feature_matching - 5.26692; equivariance_value - 0.55730; equivariance_jacobian - 0.67509; disc_gan - 0.46363
00000269) perceptual - 107.69987; gen_gan - 0.28212; feature_matching - 5.22785; equivariance_value - 0.59925; equivariance_jacobian - 0.75251; disc_gan - 0.46321
00000270) perceptual - 110.12536; gen_gan - 0.28405; feature_matching - 5.36594; equivariance_value - 0.54257; equivariance_jacobian - 0.69252; disc_gan - 0.45952
00000271) perceptual - 107.75319; gen_gan - 0.28401; feature_matching - 5.23539; equivariance_value - 0.57918; equivariance_jacobian - 0.74024; disc_gan - 0.46336
00000272) perceptual - 108.28053; gen_gan - 0.28387; feature_matching - 5.15995; equivariance_value - 0.57243; equivariance_jacobian - 0.69982; disc_gan - 0.46090
00000273) perceptual - 111.85487; gen_gan - 0.28281; feature_matching - 5.34037; equivariance_value - 0.60054; equivariance_jacobian - 0.71271; disc_gan - 0.46442
00000274) perceptual - 109.49083; gen_gan - 0.28276; feature_matching - 5.35076; equivariance_value - 0.59222; equivariance_jacobian - 0.70441; disc_gan - 0.46029
00000275) perceptual - 111.72417; gen_gan - 0.28421; feature_matching - 5.45543; equivariance_value - 0.57780; equivariance_jacobian - 0.72028; disc_gan - 0.45722
00000276) perceptual - 107.87409; gen_gan - 0.28210; feature_matching - 5.14390; equivariance_value - 0.56176; equivariance_jacobian - 0.69007; disc_gan - 0.46255
00000277) perceptual - 111.62192; gen_gan - 0.28958; feature_matching - 5.70636; equivariance_value - 0.57556; equivariance_jacobian - 0.69623; disc_gan - 0.45928
00000278) perceptual - 105.71004; gen_gan - 0.28273; feature_matching - 5.03210; equivariance_value - 0.55954; equivariance_jacobian - 0.69426; disc_gan - 0.46427
00000279) perceptual - 110.20463; gen_gan - 0.28344; feature_matching - 5.43635; equivariance_value - 0.57678; equivariance_jacobian - 0.72331; disc_gan - 0.46316
00000280) perceptual - 106.63139; gen_gan - 0.28471; feature_matching - 5.04754; equivariance_value - 0.56933; equivariance_jacobian - 0.71400; disc_gan - 0.46154
00000281) perceptual - 107.24838; gen_gan - 0.28212; feature_matching - 5.13466; equivariance_value - 0.58983; equivariance_jacobian - 0.74408; disc_gan - 0.46435
00000282) perceptual - 110.00646; gen_gan - 0.28223; feature_matching - 5.28414; equivariance_value - 0.61106; equivariance_jacobian - 0.71827; disc_gan - 0.46209
00000283) perceptual - 107.01938; gen_gan - 0.28298; feature_matching - 5.15087; equivariance_value - 0.59103; equivariance_jacobian - 0.74032; disc_gan - 0.46028
00000284) perceptual - 110.93088; gen_gan - 0.28555; feature_matching - 5.46596; equivariance_value - 0.58383; equivariance_jacobian - 0.67365; disc_gan - 0.45854
00000285) perceptual - 108.43494; gen_gan - 0.28434; feature_matching - 5.22346; equivariance_value - 0.57632; equivariance_jacobian - 0.72799; disc_gan - 0.46139
00000286) perceptual - 109.98750; gen_gan - 0.28507; feature_matching - 5.33758; equivariance_value - 0.51557; equivariance_jacobian - 0.72790; disc_gan - 0.45919
00000287) perceptual - 104.87453; gen_gan - 0.28123; feature_matching - 4.89801; equivariance_value - 0.56543; equivariance_jacobian - 0.70218; disc_gan - 0.46435
00000288) perceptual - 111.21867; gen_gan - 0.28243; feature_matching - 5.24118; equivariance_value - 0.59770; equivariance_jacobian - 0.71917; disc_gan - 0.46105
00000289) perceptual - 109.34015; gen_gan - 0.28211; feature_matching - 5.30117; equivariance_value - 0.59671; equivariance_jacobian - 0.75368; disc_gan - 0.46401
00000290) perceptual - 107.04166; gen_gan - 0.28263; feature_matching - 5.11187; equivariance_value - 0.57358; equivariance_jacobian - 0.71384; disc_gan - 0.46343
00000291) perceptual - 108.67224; gen_gan - 0.28431; feature_matching - 5.23189; equivariance_value - 0.58949; equivariance_jacobian - 0.72703; disc_gan - 0.45984
00000292) perceptual - 112.36117; gen_gan - 0.28396; feature_matching - 5.56796; equivariance_value - 0.62906; equivariance_jacobian - 0.74850; disc_gan - 0.45932
00000293) perceptual - 109.76629; gen_gan - 0.28673; feature_matching - 5.36811; equivariance_value - 0.60561; equivariance_jacobian - 0.70960; disc_gan - 0.45817
00000294) perceptual - 109.72102; gen_gan - 0.28599; feature_matching - 5.13652; equivariance_value - 0.59842; equivariance_jacobian - 0.73612; disc_gan - 0.46304
00000295) perceptual - 110.79217; gen_gan - 0.28558; feature_matching - 5.49743; equivariance_value - 0.52482; equivariance_jacobian - 0.68805; disc_gan - 0.46025
00000296) perceptual - 111.34082; gen_gan - 0.28890; feature_matching - 5.31354; equivariance_value - 0.50770; equivariance_jacobian - 0.69695; disc_gan - 0.45749
00000297) perceptual - 106.60877; gen_gan - 0.27986; feature_matching - 5.16291; equivariance_value - 0.59536; equivariance_jacobian - 0.72514; disc_gan - 0.46322
00000298) perceptual - 110.44218; gen_gan - 0.28507; feature_matching - 5.28285; equivariance_value - 0.57288; equivariance_jacobian - 0.72730; disc_gan - 0.45945
00000299) perceptual - 109.14508; gen_gan - 0.28500; feature_matching - 5.29404; equivariance_value - 0.56049; equivariance_jacobian - 0.73359; disc_gan - 0.46100
00000300) perceptual - 109.75253; gen_gan - 0.28808; feature_matching - 5.23841; equivariance_value - 0.57519; equivariance_jacobian - 0.74132; disc_gan - 0.45956
00000301) perceptual - 109.24902; gen_gan - 0.28228; feature_matching - 5.30711; equivariance_value - 0.59200; equivariance_jacobian - 0.68472; disc_gan - 0.46110
00000302) perceptual - 108.96155; gen_gan - 0.28418; feature_matching - 5.35911; equivariance_value - 0.54652; equivariance_jacobian - 0.74026; disc_gan - 0.45923
00000303) perceptual - 112.59525; gen_gan - 0.28750; feature_matching - 5.43656; equivariance_value - 0.54834; equivariance_jacobian - 0.71983; disc_gan - 0.45706
00000304) perceptual - 110.05035; gen_gan - 0.28328; feature_matching - 5.32313; equivariance_value - 0.58378; equivariance_jacobian - 0.67590; disc_gan - 0.46242
00000305) perceptual - 108.36845; gen_gan - 0.28682; feature_matching - 5.28828; equivariance_value - 0.55287; equivariance_jacobian - 0.70069; disc_gan - 0.45832
00000306) perceptual - 107.50095; gen_gan - 0.28366; feature_matching - 5.12232; equivariance_value - 0.57251; equivariance_jacobian - 0.70539; disc_gan - 0.46148
00000307) perceptual - 110.94930; gen_gan - 0.28566; feature_matching - 5.39122; equivariance_value - 0.54780; equivariance_jacobian - 0.68552; disc_gan - 0.45773
00000308) perceptual - 111.88604; gen_gan - 0.28767; feature_matching - 5.68470; equivariance_value - 0.58178; equivariance_jacobian - 0.70739; disc_gan - 0.45615
00000309) perceptual - 109.75007; gen_gan - 0.28580; feature_matching - 5.30299; equivariance_value - 0.57854; equivariance_jacobian - 0.75952; disc_gan - 0.46042
00000310) perceptual - 107.59976; gen_gan - 0.28467; feature_matching - 5.24503; equivariance_value - 0.58190; equivariance_jacobian - 0.71163; disc_gan - 0.45921
00000311) perceptual - 108.94989; gen_gan - 0.28276; feature_matching - 5.19068; equivariance_value - 0.60041; equivariance_jacobian - 0.69529; disc_gan - 0.45872
00000312) perceptual - 107.57942; gen_gan - 0.28885; feature_matching - 5.07752; equivariance_value - 0.59349; equivariance_jacobian - 0.75344; disc_gan - 0.45904
00000313) perceptual - 106.54040; gen_gan - 0.28665; feature_matching - 5.23027; equivariance_value - 0.58199; equivariance_jacobian - 0.72438; disc_gan - 0.45905
00000314) perceptual - 109.34783; gen_gan - 0.28543; feature_matching - 5.29272; equivariance_value - 0.57687; equivariance_jacobian - 0.73319; disc_gan - 0.45943
00000315) perceptual - 108.46724; gen_gan - 0.28608; feature_matching - 5.26899; equivariance_value - 0.54554; equivariance_jacobian - 0.70967; disc_gan - 0.45820
00000316) perceptual - 109.13441; gen_gan - 0.28586; feature_matching - 5.36376; equivariance_value - 0.55191; equivariance_jacobian - 0.71342; disc_gan - 0.45768
00000317) perceptual - 110.25228; gen_gan - 0.28706; feature_matching - 5.30481; equivariance_value - 0.59408; equivariance_jacobian - 0.71798; disc_gan - 0.45653
00000318) perceptual - 110.18409; gen_gan - 0.28559; feature_matching - 5.18359; equivariance_value - 0.51991; equivariance_jacobian - 0.69621; disc_gan - 0.46010
00000319) perceptual - 109.07262; gen_gan - 0.28489; feature_matching - 5.24951; equivariance_value - 0.57618; equivariance_jacobian - 0.73685; disc_gan - 0.45963
00000320) perceptual - 110.61211; gen_gan - 0.28704; feature_matching - 5.48735; equivariance_value - 0.60998; equivariance_jacobian - 0.68868; disc_gan - 0.45899
00000321) perceptual - 110.04549; gen_gan - 0.28919; feature_matching - 5.41358; equivariance_value - 0.58310; equivariance_jacobian - 0.72957; disc_gan - 0.45766
00000322) perceptual - 107.64265; gen_gan - 0.28602; feature_matching - 5.26643; equivariance_value - 0.56457; equivariance_jacobian - 0.68064; disc_gan - 0.46205
00000323) perceptual - 107.43048; gen_gan - 0.28338; feature_matching - 5.21056; equivariance_value - 0.62192; equivariance_jacobian - 0.75521; disc_gan - 0.46198
00000324) perceptual - 106.26472; gen_gan - 0.28443; feature_matching - 5.03406; equivariance_value - 0.59026; equivariance_jacobian - 0.72634; disc_gan - 0.45868
00000325) perceptual - 106.14890; gen_gan - 0.28442; feature_matching - 5.08285; equivariance_value - 0.56753; equivariance_jacobian - 0.71329; disc_gan - 0.45941
00000326) perceptual - 105.20361; gen_gan - 0.28356; feature_matching - 5.12197; equivariance_value - 0.52664; equivariance_jacobian - 0.71009; disc_gan - 0.46177
00000327) perceptual - 109.57109; gen_gan - 0.28449; feature_matching - 5.30392; equivariance_value - 0.54360; equivariance_jacobian - 0.70136; disc_gan - 0.45783
00000328) perceptual - 108.74386; gen_gan - 0.28583; feature_matching - 5.16133; equivariance_value - 0.62843; equivariance_jacobian - 0.74449; disc_gan - 0.45884
00000329) perceptual - 107.76740; gen_gan - 0.28364; feature_matching - 5.17006; equivariance_value - 0.54526; equivariance_jacobian - 0.69325; disc_gan - 0.46109
00000330) perceptual - 109.82161; gen_gan - 0.28865; feature_matching - 5.35577; equivariance_value - 0.55702; equivariance_jacobian - 0.70627; disc_gan - 0.45694
00000331) perceptual - 106.29897; gen_gan - 0.28235; feature_matching - 5.00657; equivariance_value - 0.56902; equivariance_jacobian - 0.68596; disc_gan - 0.46303
00000332) perceptual - 108.71369; gen_gan - 0.28590; feature_matching - 5.37453; equivariance_value - 0.57174; equivariance_jacobian - 0.71673; disc_gan - 0.45882
00000333) perceptual - 106.60423; gen_gan - 0.28347; feature_matching - 5.10454; equivariance_value - 0.56950; equivariance_jacobian - 0.71389; disc_gan - 0.45969
00000334) perceptual - 106.29074; gen_gan - 0.28471; feature_matching - 5.13535; equivariance_value - 0.61508; equivariance_jacobian - 0.75157; disc_gan - 0.46094
00000335) perceptual - 106.75620; gen_gan - 0.28399; feature_matching - 5.06265; equivariance_value - 0.57072; equivariance_jacobian - 0.73392; disc_gan - 0.46043
00000336) perceptual - 112.96951; gen_gan - 0.28592; feature_matching - 5.79292; equivariance_value - 0.58515; equivariance_jacobian - 0.69253; disc_gan - 0.45839
00000337) perceptual - 111.11255; gen_gan - 0.28799; feature_matching - 5.49803; equivariance_value - 0.56603; equivariance_jacobian - 0.71075; disc_gan - 0.45695
00000338) perceptual - 107.50428; gen_gan - 0.28897; feature_matching - 5.22818; equivariance_value - 0.55878; equivariance_jacobian - 0.74229; disc_gan - 0.45545
00000339) perceptual - 110.85629; gen_gan - 0.28890; feature_matching - 5.36111; equivariance_value - 0.58571; equivariance_jacobian - 0.73557; disc_gan - 0.45533
00000340) perceptual - 111.58585; gen_gan - 0.28943; feature_matching - 5.57289; equivariance_value - 0.55117; equivariance_jacobian - 0.69130; disc_gan - 0.45630
00000341) perceptual - 109.54771; gen_gan - 0.29009; feature_matching - 5.33232; equivariance_value - 0.54795; equivariance_jacobian - 0.67612; disc_gan - 0.45541
00000342) perceptual - 104.26704; gen_gan - 0.28297; feature_matching - 4.94113; equivariance_value - 0.58264; equivariance_jacobian - 0.68379; disc_gan - 0.46124
00000343) perceptual - 110.67848; gen_gan - 0.28602; feature_matching - 5.50086; equivariance_value - 0.54536; equivariance_jacobian - 0.72095; disc_gan - 0.45582
00000344) perceptual - 106.57721; gen_gan - 0.28980; feature_matching - 5.15019; equivariance_value - 0.62830; equivariance_jacobian - 0.76343; disc_gan - 0.45474
00000345) perceptual - 109.42451; gen_gan - 0.28637; feature_matching - 5.45404; equivariance_value - 0.53854; equivariance_jacobian - 0.71227; disc_gan - 0.45670
00000346) perceptual - 108.20850; gen_gan - 0.28622; feature_matching - 5.32042; equivariance_value - 0.57999; equivariance_jacobian - 0.73234; disc_gan - 0.45867
00000347) perceptual - 110.68858; gen_gan - 0.28670; feature_matching - 5.29240; equivariance_value - 0.63344; equivariance_jacobian - 0.72459; disc_gan - 0.45762
